source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Audio Recordings"", ""Text / Printed Matter"", ""Text / Printed Matter"", ""Text / Printed Matter"", ""Audio Recordings"", ""Film / Video"", ""General"", ""Text / Printed Matter"", ""Film / Video"", ""Film / Video""]",representation.discrete.categorical,high,representation.text.entity_name,0.9412,no,representation.discrete.categorical,"FineType classifies as entity_name but these are fixed media format categories (Audio Recordings, Film/Video, Text). Categorical is correct.",format,sherlock
sherlock,,,"[""Afghanistan"", ""Albania"", ""Algeria"", ""American Samoa"", ""Andorra"", ""Angola"", ""Anguilla"", ""Antigua & Barbuda"", ""Argentina"", ""Armenia""]",geography.location.country,high,geography.location.region,0.4500,no,geography.location.country,FineType says region with low confidence; all values are clearly country names. Country is correct.,country,sherlock
sherlock,,,"[""ram, userspace"", ""ram, userspace"", ""ram, my.userspace"", ""68k vectors, including traps starting at $80 for instance trap #15 at $bc point to $10c03656"", ""Dynamic RAM. The 68k vectors are in Dynamic RAM."", ""Faults on access attempt"", ""Mirror of the 00000000-00007fff range above (RO w/o permission)"", ""Storage RAM on 128k machine (RO w/o permission)"", ""Out of bounds but doesn't cause a fault"", ""Faults on access attempt""]",representation.text.sentence,medium,representation.text.entity_name,0.3333,no,representation.text.sentence,FineType says entity_name but values are technical memory descriptions/sentences. Sentence is more accurate.,area,sherlock
sherlock,,,"[""Last 7 Games"", ""Last 15 Games"", ""Last 30 Games""]",representation.text.plain_text,medium,representation.text.entity_name,1.0000,no,representation.text.plain_text,"FineType says entity_name but these are time-range labels, not entity names. Plain text is more accurate.",duration,sherlock
sherlock,,,"[""Racing"", ""RPG"", ""Action"", ""Action"", ""Adventure"", ""Adventure"", ""Shooter"", ""Music"", ""Creative"", ""Strategy""]",representation.discrete.categorical,high,identity.person.last_name,0.3500,no,representation.discrete.categorical,FineType says last_name which is wrong; values are game genre labels. Categorical is correct.,genre,sherlock
sherlock,,,"[""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap"", ""Large Cap""]",representation.discrete.categorical,high,representation.discrete.categorical,1.0000,yes,representation.discrete.categorical,,category,sherlock
sherlock,,,"[""Charadriiformes"", ""Charadriiformes"", ""Charadriiformes"", ""Charadriiformes"", ""Falconiformes"", ""Falconiformes"", ""Falconiformes"", ""Falconiformes"", ""Charadriiformes"", ""Charadriiformes""]",representation.text.word,medium,geography.location.region,0.4000,no,representation.discrete.categorical,FineType says region; values are biological taxonomic orders which form a closed set. Categorical is better.,order,sherlock
sherlock,,,"[""4"", ""5"", ""4"", ""5"", ""7"", ""3"", ""4"", ""5"", ""6"", ""7""]",representation.numeric.integer_number,medium,representation.numeric.integer_number,0.9500,yes,representation.numeric.integer_number,,ranking,sherlock
sherlock,,,"[""Lush"", ""Lush"", ""Lush"", ""Lush"", ""Lush"", ""Lush"", ""Lush"", ""Lush"", ""Lush"", ""Lush""]",representation.text.word,medium,identity.person.last_name,1.0000,no,representation.discrete.categorical,"FineType says last_name but 'Lush' repeated is a categorical/brand value, not a person's last name. Categorical is correct.",artist,sherlock
sherlock,,,"[""SDSM"", ""MACO"", ""ISF"", ""IM"", ""METR"", ""WMAC"", ""NCMS"", ""CHIC"", ""GAJA"", ""WMAC""]",representation.identifier.alphanumeric_id,medium,geography.transportation.icao_code,0.8000,no,representation.identifier.alphanumeric_id,"FineType says icao_code with high confidence; while these look like 4-letter ICAO codes, context suggests club/organization codes. Keeping alphanumeric_id.",club,sherlock
sherlock,,,"["""", ""Michael David Winery Cycling Team"", ""micheal david winery""]",representation.text.entity_name,medium,container.array.whitespace_separated,0.3333,no,representation.text.entity_name,FineType says whitespace_separated but values are team/organization names. Entity_name is correct.,team Name,sherlock
sherlock,,,"[""Northwest"", ""Southwest"", ""Northwest"", ""Northwest"", ""Northwest"", ""Southwest"", ""Northwest"", ""Midwest"", ""Southwest"", ""Northwest""]",geography.location.region,high,identity.person.last_name,0.3500,no,geography.location.region,Both agree on region.,region,sherlock
sherlock,,,"[""Europe"", ""North America""]",geography.location.continent,high,geography.location.continent,1.0000,yes,geography.location.continent,,region,sherlock
sherlock,,,"[""Guy's Racing Club"", ""Guys Racing Club"", ""Guy's Racing Club"", ""Guys Racing Club"", ""Guy's Racing Club"", ""Guys Racing Club"", ""Guys Racing Club"", ""Guy's Racing Club"", ""Guy's Racing Club"", ""Guys Racing Club""]",representation.text.entity_name,medium,representation.text.entity_name,1.0000,yes,representation.text.entity_name,,team Name,sherlock
sherlock,,,"[""Area A"", ""Area B"", ""Area C"", ""Area A"", ""Area B"", ""Area C"", ""Area A"", ""Area B"", ""Area C"", ""Area A""]",representation.discrete.categorical,medium,representation.discrete.categorical,0.5000,yes,representation.discrete.categorical,,region,sherlock
sherlock,,,"[""isbn 0375434453"", ""isbn 0060535679"", ""isbn 007145313X"", ""isbn 0979938473"", ""isbn 0762106972"", ""isbn 1569245002"", ""isbn 060980782X"", ""isbn 0970557418"", ""isbn 1569243859"", ""isbn 031234774X""]",identity.commerce.isbn,high,representation.identifier.alphanumeric_id,0.0500,no,identity.commerce.isbn,FineType says alphanumeric_id with very low confidence; values clearly start with 'isbn ' followed by ISBN numbers. ISBN is correct.,isbn,sherlock
sherlock,,,"[""Substitute"", ""Substitute"", ""Substitute"", ""Substitute"", ""Substitute"", ""Substitute"", ""Substitute"", ""Substitute"", ""Substitute"", ""Substitute""]",representation.discrete.categorical,medium,geography.location.country,1.0000,no,representation.discrete.categorical,FineType says country (all 'Substitute' matched to country somehow). Categorical is clearly correct.,position,sherlock
sherlock,,,"[""Zug (Switzerland - Zug)"", ""Taipei (Taiwan)""]",geography.location.city,medium,geography.location.region,0.5000,no,geography.location.city,"Both choose geographic types; FineType says region, blind says city. Values are 'Zug (Switzerland - Zug)' and 'Taipei (Taiwan)' - these are cities with country context. City is more precise.",location,sherlock
