source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Junior Colleges"", ""Colleges, Universities, and Professional Schools""]",representation.text.entity_name,medium,representation.text.entity_name,0.5,yes,representation.text.entity_name,,industry,sherlock
sherlock,,,"[""Category"", ""Total"", ""Male"", ""Female"", ""   Maternity"", ""   Non-Maternity"", ""< 15 Years"", ""1544 Years"", ""4564 Years"", ""65 Years and Over"", ""None"", ""None""]",representation.discrete.categorical,medium,representation.text.entity_name,0.4167,no,representation.discrete.categorical,Blind and FineType disagree; defaulting to blind classification.,category,sherlock
sherlock,,,"[""U.S. Commission on Security and Cooperation in Europe"", ""U.S. Commission on Security and Cooperation in Europe"", ""U.S. Department of State"", ""U.S. Department of State"", ""National Endowment for Democracy"", ""Georgetown University""]",representation.text.entity_name,medium,representation.text.entity_name,0.6667,yes,representation.text.entity_name,,affiliation,sherlock
sherlock,,,"[""Crompton Corporation"", ""Ford Motor Company"", ""PepsiCo"", ""Coca-Cola Company"", ""Cannon Mills Company"", ""Cannon Mills Company"", ""St. Regis Paper Company"", ""Gold Bond Stamp Company / Carlson Companies"", ""United Airlines"", ""Hattie Carnegie"", ""DuPont Corporation"", ""Carrier Corporation"", ""Carter Hawley Hale"", ""IBM"", ""America Online"", ""United Parcel Service"", ""Phelps-Dodge Company"", ""Cisco Systems"", ""Los Angeles Times"", ""Hudson Motor Company""]",representation.text.entity_name,high,representation.text.entity_name,0.35,yes,representation.text.entity_name,,company,sherlock
sherlock,,,"[""umich.edu"", ""comcast.net"", ""141.211"", ""ameritech.net"", ""umn.edu"", ""mich.net"", ""ip2go.net"", ""synergydsl.com"", ""wideopenwest.com"", ""rr.com"", ""aol.com"", ""207.75"", ""65.54"", ""152.160"", ""66.249"", ""205.143"", ""digitalrealm.net"", ""141.213"", ""speakeasy.net"", ""optonline.net""]",technology.internet.hostname,medium,technology.internet.hostname,0.45,yes,technology.internet.hostname,,organisation,sherlock
sherlock,,,"[""VASCULAR SO\u2026"", ""TEEKAY TANK\u2026"", ""NORDIC AMER\u2026"", ""GOPRO CL A"", ""MANHATTAN A\u2026""]",representation.text.entity_name,medium,representation.text.entity_name,0.1,yes,representation.text.entity_name,,company,sherlock
sherlock,,,"["""", ""History Museums & Sites""]",representation.discrete.categorical,low,representation.boolean.initials,0.5,no,representation.discrete.categorical,FineType saw only 2 values (empty + text) and guessed initials; this is a category label.,category,sherlock
sherlock,,,"[""isbn 0385006896"", ""isbn 0898863619""]",identity.commerce.isbn,high,representation.discrete.categorical,1.0,no,identity.commerce.isbn,Values are explicitly prefixed with 'isbn' and numeric codes; this is an ISBN column despite FineType's attractor demotion.,isbn,sherlock
sherlock,,,"[""2013"", ""2014""]",datetime.component.year,high,datetime.component.year,1.0,yes,datetime.component.year,,year,sherlock
sherlock,,,"[""Joanne"", ""Les"", ""Joanne""]",identity.person.first_name,high,geography.location.country,0.6667,no,identity.person.first_name,"Values are personal first names (Joanne, Les); FineType misclassified with only 3 samples.",owner,sherlock
