source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Equal to"", ""Equal to"", ""Not equal to""]",representation.text.word,medium,geography.location.city,0.6667,no,representation.text.word,"Values 'Equal to'/'Not equal to' are comparison operators/text phrases, not city names. Blind label text.word is more appropriate.",operator,sherlock
sherlock,,,"[""Ca-DTPA for the first dose Give Zn-DTPA for any follow-up doses (i.e., maintenance as indicated) Duration of therapy depends on total body burden and response to treatment"", ""Some incident will require only a single dose of KI. Incident managers may recommend additional doses if ongoing radioactive iodine ingestion or inhalation represents a continuing threat. See also: Potassium Iodide (KI): Duration of Therapy."", ""Minimum 30 days course per FDA Obtain bioassay and whole body counting to assess treatment of efficacy Duration of therapy depends on total body burden and response to treatment""]",representation.text.sentence,high,representation.text.paragraph,1.0,no,representation.text.paragraph,"Values are multi-sentence long paragraphs, not single sentences. FineType's paragraph label is more accurate.",duration,sherlock
sherlock,,,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]",representation.identifier.increment,high,representation.identifier.numeric_code,0.55,no,representation.identifier.increment,Sequential 1-20 integers represent an ordered rank/sequence. identifier.increment is more specific than numeric_code.,rank,sherlock
sherlock,,,"[""USA"", ""USA"", ""Puerto Rico"", ""USA"", ""Germany"", ""Germany"", ""USA"", ""USA"", ""Dominican Republic"", ""Trinidad""]",geography.location.country,high,geography.transportation.iata_code,0.5263,no,geography.location.country,"Values include country names (USA, Germany, Puerto Rico). Country is correct; iata_code is wrong for these full names.",country,sherlock
sherlock,,,"[""Last week"", ""Last month"", ""Last 3 months""]",representation.text.word,medium,representation.text.entity_name,0.6667,no,representation.text.word,"Values 'Last week', 'Last month', 'Last 3 months' are time-period descriptors/phrases, not named entities.",range,sherlock
sherlock,,,"["""", ""BLND"", ""DEAF"", ""WCHR"", ""WCHS"", ""WCHC"", ""WCMP"", ""WCBD"", ""Blindenhund"", """"]",representation.discrete.categorical,medium,representation.text.entity_name,0.5,no,representation.discrete.categorical,"Airline special service request codes (BLND, DEAF, WCHR) are categorical codes, not named entity descriptions.",service,sherlock
sherlock,,,"[""Sonoma"", ""Alameda"", ""San Francisco"", ""Marin"", ""Santa Clara"", ""Santa Clara"", ""Santa Clara"", ""Santa Clara"", ""Alameda"", ""Marin""]",geography.location.region,medium,representation.discrete.categorical,0.5,no,geography.location.region,"Values are California county names (Sonoma, Alameda, Marin). region is more appropriate than a generic categorical.",county,sherlock
sherlock,,,"[""Austlii"", ""Comlaw"", ""LawOne"", ""ParlInfoWeb"", ""Hardcopy""]",representation.text.word,medium,geography.location.country,0.1,no,representation.text.word,"Platform/database names (Austlii, Comlaw, LawOne) are source names; blind text.word is reasonable for this small set of names. FT predicted country which is incorrect.",service,sherlock
sherlock,,,"[""Sat"", ""Sat"", ""Sun"", ""Sun"", ""Sun"", ""Sat"", ""Sun"", ""Sun"", ""Fri"", ""Sun""]",datetime.component.day_of_week,high,datetime.component.day_of_week,0.8,yes,datetime.component.day_of_week,,day,sherlock
sherlock,,,"[""Audio Recordings"", ""Text / Printed Matter"", ""Text / Printed Matter"", ""Text / Printed Matter"", ""Text / Printed Matter"", ""General"", ""General"", ""Film / Video"", ""Audio Recordings"", ""Audio Recordings""]",representation.discrete.categorical,medium,representation.text.entity_name,0.8333,no,representation.discrete.categorical,"Media format categories (Audio Recordings, Film/Video, General) are categorical values, not generic entity names.",format,sherlock
sherlock,,,"[""NAOKI"", ""dj TAKA with NAOKI"", ""NM feat. EBONY FAY"", ""NAOKI"", ""D.J.RICH feat. TAILBROS.""]",identity.person.full_name,medium,representation.text.entity_name,0.6,no,representation.text.entity_name,Values include both person names (NAOKI) and band/act descriptions (NM feat. EBONY FAY). entity_name is more appropriate than full_name for this mixed set.,artist,sherlock
sherlock,,,"[""McCoy, Michelle A.; Levett-Jones, Tracy; Pitt, Victoria"", ""Sinclair, P. M.; Bowen, L.; Donkin, B."", ""Bonney, Andrew; Albert, George; Hudson, J. Nicky; Knight-Billington, Patricia"", ""Yucra, Eduardo A.; Yuz, Juan I.; Goodwin, Graham C."", ""Calabria, Biana; Clifford, Anton; Shakeshaft, Anthony; Allan, Julaine; Bliss, Donna; Doran, Christopher""]",representation.text.sentence,medium,technology.internet.user_agent,1.0,no,representation.text.sentence,"Author citation lists with semicolons are structured text sentences, not user_agent strings.",creator,sherlock
sherlock,,,"[""​French"", ""​Japanese""]",representation.text.word,medium,geography.location.country,1.0,no,representation.text.word,"Values are language names (French, Japanese), not country names. text.word is more accurate.",language,sherlock
sherlock,,,"[""Afghanistan"", ""Bahrain"", ""Bangladesh"", ""Brunei"", ""Cyprus"", ""Cambodia"", ""East Timor"", ""Hong Kong"", ""India"", ""Indonesia""]",geography.location.country,high,geography.location.country,0.45,yes,geography.location.country,,country,sherlock
sherlock,,,"[""ISBN 978-4-04-121049-9"", ""ISBN 978-4-04-102109-5""]",identity.commerce.isbn,high,representation.identifier.alphanumeric_id,1.0,no,identity.commerce.isbn,Values with 'ISBN 978-...' prefix are ISBN identifiers. FT's alphanumeric_id misses the ISBN format.,isbn,sherlock
