source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""General Contractors"", ""Construction Services""]",representation.text.plain_text,medium,representation.text.entity_name,1.0,no,representation.text.entity_name,FineType correctly identifies these as named entities (industry sectors); entity_name is more precise than plain_text for named categories.,industry,sherlock
sherlock,,,"[""Support activities for mining"", ""Oil and gas extraction"", ""Architectural and engineering services"", ""Utility system construction""]",representation.text.plain_text,medium,representation.text.entity_name,0.5,no,representation.text.entity_name,FineType correctly identifies these as named entities (industry descriptions); entity_name is more precise than plain_text.,industry,sherlock
sherlock,,,"[""Ottawa Fury FC"", ""FC Edmonton"", ""Minnesota United FC"", ""Carolina RailHawks"", ""Atlanta Silverbacks"", ""Fort Lauderdale Strikers"", ""Indy Eleven"", ""San Antonio Scorpions"", ""Tampa Bay Rowdies"", ""Jacksonville Armada"", ""New York Cosmos""]",representation.text.entity_name,medium,representation.text.entity_name,0.7272727489471436,yes,representation.text.entity_name,,team,sherlock
sherlock,,,"[""Tha Carter IV (Deluxe Edition)"", ""I'm Into You (feat. Lil Wayne) - Single"", ""Lollipop - Single"", ""Love Me (feat. Drake & Future) - Single"", ""Forever (feat. Kanye West, Lil Wayne & Eminem) - Single"", ""How to Love - Single"", ""Drop The World - Single"", ""Tha Carter III"", ""6 Foot 7 Foot (feat. Corey Gunz) - Single"", ""Lollipop / A Milli - Single""]",representation.text.plain_text,medium,representation.text.entity_name,0.5,no,representation.text.entity_name,FineType correctly identifies these as named entities (album/single titles); entity_name is appropriate for titled works.,album,sherlock
sherlock,,,"[""Harrah's Atlantic City"", ""Harrah's Rincon"", ""Rio All Suite Hotel and Casino Las Vegas"", ""Harrah's Lake Tahoe"", ""Harrah's New Orleans""]",representation.text.entity_name,medium,representation.text.entity_name,1.0,yes,representation.text.entity_name,,location,sherlock
sherlock,,,"[""Clitheroe, Lancashire, BB7 Full Address"", ""Preston, Lancashire, PR1 Full Address"", ""Preston, Lancashire, PR3 Full Address"", ""Birmingham, West Midlands, B9 Full Address"", ""Bilston, West Midlands, WV14 Full Address"", ""Chorley, Lancashire, PR6 Full Address"", ""Preston, Lancashire, PR3 Full Address"", ""Newcastle, Staffordshire, ST5 Full Address"", ""Wrexham, Clwyd, LL11 Full Address"", ""Hereford, Hereford And Worcester, HR3 Full Address"", ""Birmingham, West Midlands, B34 Full Address"", ""Pontypridd, Mid Glamorgan, CF38 Full Address"", ""Gunnislake, Cornwall, PL18 Full Address"", ""Newcastle, Staffordshire, ST5 Full Address"", ""Hereford, Hereford And Worcester, HR2 Full Address"", ""Pontypridd, Mid Glamorgan, CF37 Full Address"", ""Blandford Forum, Dorset, DT11 Full Address"", ""Birmingham, West Midlands, B31 Full Address"", ""Hereford, Hereford And Worcester, HR2 Full Address"", ""Preston, Lancashire, PR4 Full Address""]",geography.address.full_address,high,geography.address.full_address,0.85,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""Final"", ""Final/11"", ""Final"", ""Final""]",representation.text.plain_text,medium,representation.discrete.categorical,0.75,no,representation.discrete.categorical,FineType is correct: 'Final' and 'Final/11' are categorical status values with limited cardinality.,status,sherlock
sherlock,,,"["""", """", ""IL"", ""IL"", ""IL"", ""IL"", ""IL"", ""IL""]",geography.location.region,medium,representation.discrete.ordinal,0.75,no,representation.discrete.ordinal,FineType returns ordinal; values are US state abbreviations but with many blanks. Blind chose region. FineType's ordinal seems wrong too; blind label geography.location.region is better as IL is a US state code.,state,sherlock
sherlock,,,"[""new"", ""new"", ""new"", ""assigned"", ""assigned"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new"", ""new""]",representation.discrete.categorical,high,representation.text.word,0.9,no,representation.text.word,FineType returns word; these are status words (new/assigned). representation.discrete.categorical is more accurate for a low-cardinality status field.,status,sherlock
sherlock,,,"[""PK-01"", ""06-08"", ""02-05""]",representation.identifier.alphanumeric_id,medium,identity.medical.loinc,0.3333333432674408,no,representation.identifier.alphanumeric_id,"FineType returned loinc with low confidence (0.33); these are grade/version range codes, not medical codes. Blind alphanumeric_id is correct.",grades,sherlock
