source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Commercial Permits"", ""Value ($ 000s)"", ""Floor Area (000s sf)"", ""Industrial Permits"", ""Value ($ 000s)"", ""Floor Area (000s sf)"", ""Commercial Permits"", ""Value ($ 000s)"", ""Floor Area (000s sf)"", ""Industrial Permits""]",representation.text.plain_text,medium,representation.text.entity_name,0.55,no,representation.text.plain_text,Values are category/metric labels (not entity names); plain_text is more accurate for this mixed label column.,type,sherlock
sherlock,,,"[""Building material and supplies dealers"", ""Motion picture and video industries"", ""Building finishing contractors"", ""Gasoline stations"", ""Satellite telecommunications""]",representation.text.plain_text,high,representation.text.entity_name,0.6,no,representation.text.plain_text,"Industry sector names are plain text descriptions, not structured entity names.",industry,sherlock
sherlock,,,"[""TXLA"", ""VMST"", ""LVM"", ""AWJ"", ""MICH"", ""NOVA"", ""GERM"", ""SYSM"", ""TERR"", ""TERR""]",representation.identifier.alphanumeric_id,medium,geography.transportation.icao_code,0.8,no,representation.identifier.alphanumeric_id,"Values like TXLA, VMST, MICH are club/team abbreviations, not ICAO codes which require specific 4-letter airport format.",club,sherlock
sherlock,,,"[""Shoreditch"", ""Bishopsgate"", ""Smithfields"", ""Chancery Lane area"", ""UCL"", ""UCL"", ""Paddington"", ""Hoxton""]",geography.location.city,medium,geography.location.region,0.375,no,geography.location.city,"London neighborhood names (Shoreditch, Bishopsgate) are city districts, closer to city than region.",area,sherlock
sherlock,,,"[""4101 Washington Avenue Newport News, VA 23607"", ""951 E Byrd St Riverfront Plaza East Tower Richmond, VA 23219-4040"", ""Riverfront Plaza, East Tower 951 East Byrd Street Richmond, VA 23219-4074"", ""1001 Pennsylvania Ave., NW Suite 400 South Washington, DC 20004"", ""9000 Machinists Place Upper Marlboro, MD 20772-2675""]",geography.address.full_address,high,geography.address.full_address,0.875,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""United States"", ""United States"", ""United States"", ""United States"", ""United States"", ""United States"", ""United States"", ""United States"", ""United States"", ""United States""]",geography.location.country,high,geography.location.country,0.923,yes,geography.location.country,,nationality,sherlock
sherlock,,,"[""W 1-0"", ""L 2-1"", ""W 1-0"", ""L 4-3"", ""D 2-2"", """", """", """"]",representation.text.plain_text,medium,representation.identifier.alphanumeric_id,0.625,no,representation.text.plain_text,"Win/loss score strings like 'W 1-0' are result text, not alphanumeric IDs.",result,sherlock
sherlock,,,"[""Oshawa, ON, CAN"", ""Bonavista, NL, CAN"", ""Rochester, MN, USA"", ""Nordingra, SWE"", ""Roseau, MN, USA"", ""Gloucester, ON, CAN"", ""Red Deer, AB, CAN"", ""Houston, TX, USA""]",geography.location.city,medium,representation.text.entity_name,1.0,no,geography.location.city,Values are city names with region/country context; entity_name demotion here loses semantic meaning.,birth Place,sherlock
sherlock,,,"[""ml-thread: [69]"", ""Spec Link to OEM""]",representation.text.plain_text,medium,representation.text.entity_name,1.0,no,representation.text.plain_text,Short notes/comments with no structured format.,notes,sherlock
sherlock,,,"[""1"", ""0"", ""1"", ""1"", ""0"", ""0"", ""1"", ""0"", ""1"", ""1""]",representation.boolean.binary,high,representation.boolean.binary,1.0,yes,representation.boolean.binary,,plays,sherlock
sherlock,,,"[""Yichun JX"", ""Linfen SX"", ""Datong SX"", ""Lishui ZJ"", ""Pingliang GS"", ""Yangzhou JS"", ""Liuku YN"", ""Jinghong YN"", ""Naidong XZ"", ""Maoming GD""]",geography.location.city,high,representation.text.entity_name,0.467,no,geography.location.city,Chinese city names with province abbreviations; finetype's entity_name classification ignores geographic structure.,city,sherlock
