source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""2-1"", ""1-1"", ""2-3"", ""2-1"", ""2-1"", ""0-0""]",representation.discrete.categorical,medium,identity.medical.loinc,1.0,no,representation.discrete.categorical,"Values like '2-1' and '0-0' are win-loss or score records, not LOINC codes which are structured medical identifiers. The pattern matches game results.",result,sherlock
sherlock,,,"[""503.0"", ""0.0"", ""0.0"", ""456.0"", ""475.0""]",representation.numeric.decimal_number,high,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,elevation,sherlock
sherlock,,,"[""https://fedoraproject.org/wiki/Phase_out_buildroot_tag_%28draft%29"", ""Common package names packaging guideline draft"", ""PackagingDrafts/UsingAlternatives"", ""User:Ianweller/WordPress plugin packaging guidelines (draft)"", ""GConf Scriptlets (draft) Improve GConf scriplet handling."", ""PackagingDrafts/Globus Draft packaging guidelines for packages from the Globus Toolkit.""]",technology.internet.url,low,representation.text.entity_name,0.0833,no,representation.text.plain_text,"Values are a mix of URLs and plain text descriptions/wiki paths; the column is notes/descriptions, not purely URLs. Plain text is most general correct label.",notes,sherlock
sherlock,,,"[""Owner name: RICOH CO., LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BERKNER, KATHRIN;MARLE, CHRISTOPHE;SCHWARTZ, EDWARD L.;AND OTHERS;REEL/FRAME:014081/0329;SIGNING DATES FROM 20030430 TO 20030503"", ""Year of fee payment: 4"", """"]",representation.text.sentence,medium,representation.text.paragraph,0.3333,no,representation.text.paragraph,"Values are long free-text descriptions, paragraph-level content is more accurate than sentence for this patent text.",description,sherlock
sherlock,,,"[""David Gonzales"", ""Tim Biskup"", ""Gary Baseman"", ""Sun-Min Kim"", ""Brian McCarty""]",identity.person.full_name,high,identity.person.full_name,0.4,yes,identity.person.full_name,,artist,sherlock
sherlock,,,"[""2676 Village Green Drive, Aurora, IL 60504"", ""1128 Brunswick Lane, Aurora, IL 60504"", ""1475 Farrington Ln, Aurora, IL 60504"", ""375 Cimarron Dr W, Aurora, IL 60504"", ""1938 Clarendon Lane, Aurora, IL 60504"", ""1252 Andover Circle, Aurora, IL 60504"", ""3475 RAVINIA Circle 3475, Aurora, IL 60504"", ""113 Cammeron Court, Aurora, IL 60504"", ""1393 W Braymore Circle, Naperville, IL 60564"", ""1768 Middlebury Drive, Aurora, IL 60503"", ""435 Echo Lane, Aurora, IL 60504"", ""3139 PORTLAND Court, Aurora, IL 60504"", ""1718 Simms Street, Aurora, IL 60504"", ""162 Forestview Court, Aurora, IL 60502"", ""2277 Halsted Lane, Aurora, IL 60503"", ""1975 Colonial Street, Aurora, IL 60503"", ""974 Shoreline Drive, Aurora, IL 60504"", ""3173 Teal Bay Court, Aurora, IL 60503"", ""2237 Stoughton Drive, Aurora, IL 60502"", ""742 Four Seasons Boulevard, Aurora, IL 60504""]",geography.address.full_address,high,geography.address.full_address,1.0,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""A Delpech"", ""A Forbes"", ""Collen Storey (6)"", ""Kevin Shea"", ""K De Melo"", ""S Veale"", ""M J Odendaal"", ""Doctor S Lembethe"", ""Brandon Lerena"", ""I Sturgeon"", ""Craig Zackey (3)"", ""N Roebuck"", ""A Mgudlwa""]",identity.person.full_name,high,representation.text.entity_name,0.3846,no,identity.person.full_name,"Values are jockey/person names, often abbreviated (A Delpech, K De Melo). Full name is more specific than entity_name for this person-name column.",jockey,sherlock
sherlock,,,"[""Helsinki Commission"", ""Committee to Protect Journalists"", ""Amnesty International"", ""Human Rights Watch""]",representation.text.entity_name,high,representation.text.entity_name,0.5,yes,representation.text.entity_name,,affiliation,sherlock
sherlock,,,"[""1"", ""2"", ""3""]",representation.identifier.increment,medium,representation.numeric.integer_number,0.8,no,representation.identifier.increment,"Values 1, 2, 3 are a sequential ordinal sequence, better described as increment than generic integer.",order,sherlock
sherlock,,,"[""12"", ""19"", ""22"", ""26"", ""30"", ""34"", ""47"", ""51""]",representation.numeric.integer_number,medium,representation.identifier.numeric_code,1.0,no,representation.numeric.integer_number,Values are rank/score integers without structured code format; integer_number is more appropriate than numeric_code.,rank,sherlock
