source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""E.Prov U19"", ""E.Prov U19"", ""E.Prov U19"", ""E.Prov U19""]",representation.text.entity_name,medium,geography.location.region,1.0,no,representation.text.entity_name,FineType reads 'E.Prov U19' as geography.location.region but these are sport team abbreviations with age category; entity_name is more accurate.,team,sherlock
sherlock,,,"[""RADIATOR/CONDESNER FAN ASSEMBLY;WITHOUT TURBO;WITHOUT SULEV SEE APPLICATIONS"", ""RADIATOR/CONDESNER FAN ASSEMBLY;WITHOUT TURBO;WITHOUT SULEV SEE APPLICATIONS""]",representation.text.sentence,medium,technology.internet.user_agent,1.0,no,representation.text.sentence,FineType classifies as technology.internet.user_agent but these are product descriptions with semicolons; sentence is more appropriate.,notes,sherlock
sherlock,,,"[""Roderick Dacosta"", ""Bryce Alderson""]",identity.person.full_name,high,representation.text.entity_name,0.5,no,identity.person.full_name,FineType gives entity_name (0.5 confidence) but 'Roderick Dacosta' and 'Bryce Alderson' are clearly full person names.,jockey,sherlock
sherlock,,,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""]",representation.identifier.increment,high,representation.numeric.integer_number,0.875,no,representation.identifier.increment,FineType gives integer_number but values are sequential 1-8 with no variation; increment is more precise for sequential IDs.,day,sherlock
sherlock,,,"[""2"", ""3"", ""4""]",representation.numeric.integer_number,medium,representation.numeric.integer_number,1.0,yes,representation.numeric.integer_number,,age,sherlock
sherlock,,,"[""2014"", ""2013"", ""2012"", ""2011"", ""2010"", ""2009"", ""2008"", ""2007"", ""2006"", ""2005""]",datetime.component.year,high,datetime.component.year,1.0,yes,datetime.component.year,,year,sherlock
sherlock,,,"[""01, Sat"", ""02, Sun"", ""03, Mon"", ""04, Tue"", ""05, Wed"", ""06, Thu"", ""07, Fri"", ""08, Sat"", ""09, Sun"", ""10, Mon""]",representation.text.plain_text,medium,representation.text.entity_name,0.55,no,representation.text.plain_text,Labels differ; blind classification preferred as more contextually appropriate.,day,sherlock
sherlock,,,"[""New Zealand won by 9 wickets"", ""New Zealand won by an innings and 105 runs""]",representation.text.sentence,high,geography.address.full_address,0.5,no,representation.text.sentence,FineType gives geography.address.full_address but these are cricket match results like 'New Zealand won by 9 wickets'; sentence is correct.,result,sherlock
sherlock,,,"[""2:24"", ""2:50"", ""0:51""]",datetime.time.hm_24h,medium,representation.numeric.integer_number,0.5,no,datetime.time.hm_24h,"FineType gives integer_number at low confidence (0.5) but '2:24', '2:50', '0:51' are clearly time/duration values; hm_24h is correct.",duration,sherlock
sherlock,,,"[""Fr."", ""Jr."", ""Sr."", ""Jr."", ""So."", ""So."", ""Fr."", ""Fr."", ""Sr."", ""Sr.""]",representation.discrete.categorical,medium,geography.address.street_suffix,0.75,no,representation.discrete.categorical,"FineType gives geography.address.street_suffix for 'Fr./Jr./Sr.' abbreviations; these are academic class standings, categorical is correct.",class,sherlock
sherlock,,,"[""M"", ""F"", ""F""]",identity.person.gender_code,high,identity.person.gender,1.0,no,identity.person.gender,FineType agrees: identity.person.gender. (blind was gender_code),gender,sherlock
sherlock,,,"[""Full"", ""Unavailable""]",representation.discrete.categorical,medium,geography.location.region,0.5,no,representation.discrete.categorical,"FineType gives geography.location.region for 'Full/Unavailable'; these are status values, categorical is correct.",status,sherlock
sherlock,,,"[""Readable"", ""Writable"", ""Duplex"", ""Transform""]",representation.discrete.categorical,medium,geography.location.region,0.75,no,representation.discrete.categorical,"FineType gives geography.location.region for 'Readable/Writable/Duplex/Transform'; these are stream type categories, categorical is correct.",class,sherlock
sherlock,,,"["""", ""M"", """", ""M"", """", ""M"", """", ""M"", """", ""M""]",representation.boolean.initials,medium,identity.person.gender,0.8,no,identity.person.gender,FineType's gender_detection rule correctly identifies sparse M values as gender; FineType is correct.,sex,sherlock
