source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Foreign Language"", ""Thriller - Erotic""]",representation.discrete.categorical,medium,representation.text.entity_name,0.5,no,representation.discrete.categorical,Genre/category labels like 'Foreign Language' and 'Thriller - Erotic' are categorical; finetype entity_name is less specific.,genre,sherlock
sherlock,,,"[""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae"", ""Orobanchaceae""]",representation.text.entity_name,high,geography.location.region,1.0,no,representation.text.entity_name,Orobanchaceae is a biological family name; FineType misclassified repeated text as geography.location.region.,family,sherlock
sherlock,,,"["""", ""CITY BLDG""]",representation.text.plain_text,low,representation.boolean.initials,0.5,no,representation.text.plain_text,CITY BLDG is a building label/abbreviation; boolean.initials is wrong.,address,sherlock
sherlock,,,"[""TAM"", ""IM"", ""SDSM"", ""ISF"", ""USAB"", ""ADMS"", ""MARY"", ""OREG"", ""GSM"", ""PALM""]",representation.text.word,medium,representation.identifier.alphanumeric_id,0.6,no,representation.discrete.categorical,Short abbreviation codes TAM/SDSM/OREG are categorical codes; alphanumeric_id implies unique identifiers.,club,sherlock
sherlock,,,"[""Glasgow, Glasgow, G53 Full Address"", ""London, London, N8 Full Address"", ""Carluke, Lanarkshire, ML8 Full Address"", ""Aberdeen, Aberdeenshire, AB24 Full Address"", ""Larkhall, Lanarkshire, ML9 Full Address"", ""Dumfries, Dumfriesshire, DG1 Full Address"", ""Kirknewton, Midlothian, EH27 Full Address"", ""Accrington, Lancashire, BB5 Full Address"", ""London, London, SE22 Full Address"", ""Glasgow, Glasgow, G41 Full Address"", ""Holmrook, Cumbria, CA19 Full Address"", ""Leamington Spa, Warwickshire, CV32 Full Address"", ""Thornton-Cleveleys, Lancashire, FY5 Full Address"", ""Edinburgh, Edinburgh, EH12 Full Address"", ""Denny, Stirlingshire, FK6 Full Address"", ""Denny, Stirlingshire, FK6 Full Address"", ""Bolton, Lancashire, BL1 Full Address"", ""Glasgow, Glasgow, G72 Full Address"", ""Dalkeith, Midlothian, EH22 Full Address"", ""Macduff, Banffshire, AB44 Full Address""]",geography.address.full_address,high,geography.address.full_address,0.55,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""Category 1 30-39"", """"]",representation.discrete.categorical,medium,representation.text.entity_name,0.5,no,representation.text.entity_name,FineType classification accepted at confidence 0.50.,category,sherlock
sherlock,,,"[""AS"", ""CC"", ""FPAY"", ""AS"", ""AS"", ""FPAY"", ""AS""]",representation.discrete.categorical,medium,geography.location.country_code,0.571,no,representation.discrete.categorical,"AS/CC/FPAY are payment/status codes, not country codes; FineType country_code is wrong.",code,sherlock
sherlock,,,"[""Local government (OES designation)"", ""State government (OES designation)""]",representation.text.plain_text,medium,representation.text.entity_name,1.0,no,representation.text.entity_name,Government sector names are entity names; agreeing with finetype over blind plain_text.,industry,sherlock
sherlock,,,"[""Freshman"", ""Freshman"", ""Senior"", ""Sophomore"", ""Junior"", ""Sophomore"", ""Junior"", ""Junior"", ""Sophomore"", ""Senior"", ""Junior"", ""Senior""]",representation.discrete.ordinal,high,identity.person.last_name,0.583,no,representation.discrete.ordinal,Freshman/Sophomore/Junior/Senior are academic year ordinals; FineType last_name is completely wrong.,class,sherlock
sherlock,,,"[""FR Doc."", ""RIN"", ""TD""]",representation.discrete.categorical,medium,representation.text.entity_name,0.333,no,representation.discrete.categorical,FR Doc./RIN/TD are document type category codes; entity_name is less specific.,type,sherlock
