source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""AS"", ""AS"", ""FPAY"", ""FPAY"", ""AS""]",representation.discrete.categorical,medium,representation.alphanumeric.alphanumeric_id,0.5000,no,representation.discrete.categorical,Blind classification chosen over FineType (representation.alphanumeric.alphanumeric_id),code,sherlock
sherlock,,,"[""?"", ""?"", ""OK"", ""?"", ""?""]",representation.discrete.categorical,medium,representation.boolean.initials,0.9000,no,representation.discrete.categorical,Blind classification chosen over FineType (representation.boolean.initials),status,sherlock
sherlock,,,"[""Oil and gas extraction"", ""Motor vehicle manufacturing"", ""Pipeline transportation of crude oil"", ""Federal government (OES designation)"", ""Wired telecommunications carriers""]",representation.discrete.categorical,medium,representation.text.entity_name,0.4000,no,representation.discrete.categorical,Blind classification chosen over FineType (representation.text.entity_name),industry,sherlock
sherlock,,,"[""UNAT"", ""TROJ"", ""OREG"", ""TROJ"", ""DOLP""]",representation.text.plain_text,low,geography.transportation.icao_code,0.9000,no,geography.transportation.icao_code,FineType high confidence (0.90) vs blind low confidence,club,sherlock
sherlock,,,"[""OkeShop, Mal Taman Anggrek Lt.3 No.370, Jl.Letjen S.Parman Kav 21, Jakarta"", ""OkeShop, Pacific Place Mall Lt.3 unit 3-27, Jl.Jend.Sudirman Kav 52-53, Jakarta"", ""OkeShop, Pondok Indah Mall 2 Lt.3 No.309, Jl.Metro Pondok Indah Blok III B, Jakarta"", ""OkeShop, Bandung Supermall Lt.GF A/077-079, Jl.Gatot Subroto No.289, Bandung"", ""GT Poins Square, Poins Square Lantai G, Unit 18A, Jl.RA.Kartini (Lingkar Luar Selatan), Lebak Bulus""]",datetime.date.mdy_dash,high,geography.address.full_address,0.8000,no,datetime.date.mdy_dash,Blind classification chosen over FineType (geography.address.full_address),address,sherlock
sherlock,,,"["""", ""BLND"", ""DEAF"", ""WCHR"", ""WCHS""]",representation.text.plain_text,low,geography.transportation.icao_code,0.7000,no,representation.text.plain_text,Blind classification chosen over FineType (geography.transportation.icao_code),service,sherlock
sherlock,,,"[""0"", ""7"", ""7"", ""3"", ""9""]",representation.numeric.integer_number,high,representation.numeric.integer_number,0.9000,yes,representation.numeric.integer_number,,plays,sherlock
sherlock,,,"[""PR"", ""USA"", ""USA"", ""USA"", ""USA""]",geography.location.country_code,high,geography.transportation.iata_code,0.9000,no,geography.location.country_code,Blind classification chosen over FineType (geography.transportation.iata_code),country,sherlock
sherlock,,,"[""3535 N. Ellison San Antonio, Texas 78251"", ""3535 N. Ellison San Antonio, Texas 78251"", ""3535 N. Ellison San Antonio, Texas 78251""]",identity.person.full_name,high,geography.address.full_address,1.0000,no,identity.person.full_name,Blind classification chosen over FineType (geography.address.full_address),address,sherlock
sherlock,,,"[""Casein Pro Vanilla Soft Serve"", ""Casein Pro Chocolate Milkshake"", ""Casein Pro Chocolate Milkshake""]",representation.discrete.categorical,medium,identity.person.full_name,1.0000,no,representation.discrete.categorical,Blind classification chosen over FineType (identity.person.full_name),product,sherlock
