source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""United States"", ""United States"", ""United States"", ""United States"", ""United States"", ""Japan""]",geography.location.country,high,geography.location.country,1.0,yes,geography.location.country,,country,sherlock
sherlock,,,"[""The Horse Jumps & the Ship is Gone"", ""Dimensions & Extensions"", ""Phase Space"", ""Taking Care of Business"", ""AB 284 7\"""", ""PB 68 7\"""", ""The Indestructible Beat of Soweto"", ""Danger High Voltage"", ""He Lives Within My Soul"", ""The Early Hi-Ball Years"", ""Soul Pride: the Instrumentals"", ""Mr. Paljas"", ""Ramblin'"", ""Shalapo & Other Love Songs: Original Zambian Hits From The 1950's"", ""Cuba: I am Time - Bailar con Cuba"", ""El Barrio: Latin Funk - Nu Yorican Funk 1968-76"", ""Cumbia Beat, Vol. 2"", ""Los Rodriguez"", ""Comes Alive"", ""Live at King's Palace Brooklyn, NY in 1977""]",representation.text.plain_text,high,representation.text.entity_name,0.45,no,representation.text.entity_name,Album/song titles are named entities; finetype's entity_name fits better than plain_text.,album,sherlock
sherlock,,,"[""NC"", ""NC"", ""CC"", ""CC"", ""NC"", ""NC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC"", ""CC""]",representation.discrete.categorical,medium,representation.scientific.smiles,0.8,no,representation.discrete.categorical,Short category codes like NC/CC are categorical; finetype misclassified as SMILES notation.,type,sherlock
sherlock,,,"[""Democratic"", ""Republican"", ""Democratic"", ""n.a.""]",representation.discrete.categorical,medium,geography.location.city,0.5,no,representation.discrete.categorical,Political affiliation values are categorical; finetype's city classification is incorrect.,affiliation,sherlock
sherlock,,,"[""RINC"", ""WCM"", ""CONN"", ""MESC""]",representation.text.word,low,geography.transportation.icao_code,0.75,no,representation.discrete.categorical,"Short organizational codes; while icao_code matches format, context suggests categorical abbreviations rather than airport codes.",club,sherlock
sherlock,,,"[""Masters Men"", """"]",representation.discrete.categorical,low,geography.location.region,0.5,no,representation.discrete.categorical,Competition category labels; categorical is more appropriate than region.,category,sherlock
sherlock,,,"[""4453 Walma Avenue Se, Kentwood, MI"", ""4552 Hunter'S Ridge Drive #1, Kentwood, MI"", ""4260 Hidden Lakes Drive, Kentwood, MI"", ""Kentwood, MI"", ""4141 Walnut Hills Drive, Kentwood, MI"", ""4705 N Breton Court, Kentwood, MI"", ""4645 Drummond Boulevard Se, Kentwood, MI"", ""2915 Wingate Drive Se, Kentwood, MI"", ""3242-0 Huntington Woods Drive, Kentwood, MI"", ""2791 Castle Bluff Court Se, Kentwood, MI""]",geography.address.full_address,high,geography.address.full_address,0.9,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""72.7"", ""71.6"", ""72.2"", ""71.9"", ""71.2"", ""72.4"", ""73.1"", ""73.2"", ""71.4"", ""71.6"", ""69.8"", ""72.2"", ""69.9"", ""73.3"", ""72.5""]",representation.numeric.decimal_number,high,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,depth,sherlock
sherlock,,,"[""Economy Shipping (USPS Parcel Select\u00ae)"", ""Expedited Shipping (USPS Priority Mail\u00ae)""]",representation.text.plain_text,medium,representation.text.entity_name,0.5,no,representation.text.entity_name,Named shipping service descriptions; entity_name captures the named-service aspect better.,service,sherlock
sherlock,,,"[""Boston"", ""Miami"", ""Miami"", ""Uncasville"", ""Uncasville"", ""Uncasville"", ""Uniondale"", ""Boston"", ""Boston"", ""Kanata"", ""Montreal"", ""Toronto"", ""Auburn Hills"", ""Cleveland"", ""Pittsburgh"", ""East Rutherford"", ""Washington"", ""Philadelphia"", ""Brooklyn"", ""Nashville""]",geography.location.city,high,geography.location.region,0.65,no,geography.location.city,These are city names; finetype classified as region but city is more precise.,city,sherlock
sherlock,,,"[""Brighton"", ""Hampton in Arden"", ""Glastonbury"", ""Saint Paul"", ""Sheffield"", ""Heidelberg"", ""Brighton"", ""London""]",geography.location.city,high,geography.location.region,0.375,no,geography.location.city,These are city names; finetype classified as region with low confidence.,city,sherlock
sherlock,,,"[""1 CITY HALL PLZ"", ""10 TARA BLVD"", ""100 NAGOG PARK"", ""1000 TECHNOLOGY PARK DR"", ""109 STATE ST"", ""110 HUNTINGTON AVE"", ""110 SPIT BROOK RD"", ""12 HARTWELL AVE"", ""12 NEW ENGLAND EXECUTIVE PARK"", ""125 CAMBRIDGEPARK DR"", ""125 MIDDLESEX TPKE"", ""1255 BOYLSTON ST"", ""1295 BOYLSTON ST"", ""132 BROOKLINE AVE"", ""135 SANTILLI HWY"", ""141 LEDGE ST"", ""1550 SOLDIERS FIELD RD"", ""161 DEVONSHIRE ST"", ""165 DASCOMB RD"", ""175 GREAT RD""]",geography.address.street_name,high,representation.text.entity_name,0.1,no,geography.address.street_name,These are street address lines; street_name is more appropriate than entity_name.,address,sherlock
sherlock,,,"[""Tue"", ""Sat"", ""Fri"", ""Mon"", ""Fri"", ""Sat"", ""Sun"", ""Sat"", ""Tue"", ""Sat"", ""Thu"", ""Thu"", ""Sat"", ""Wed"", ""Sun"", ""Wed"", ""Sat"", ""Wed"", ""Sat"", ""Wed""]",datetime.component.day_of_week,high,datetime.component.day_of_week,0.8,yes,datetime.component.day_of_week,,day,sherlock
