source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""1"", ""2"", ""3""]",representation.identifier.increment,high,representation.numeric.integer_number,0.800,no,representation.identifier.increment,"Values 1,2,3 are a simple sequential list; finetype sees integer but increment is more specific for ordered sequences starting at 1.",rank,sherlock
sherlock,,,"[""Vancouver"", ""Coquitlam""]",geography.location.city,high,datetime.component.day_of_week,0.500,no,geography.location.city,Vancouver and Coquitlam are Canadian cities; finetype classified as day_of_week which is incorrect.,city,sherlock
sherlock,,,"[""T 2-2"", ""L 1-3"", ""T 1-1"", ""T 3-3"", ""W 0-1"", ""T 1-1"", ""L 0-2"", ""W 2-1"", ""W 2-0"", ""W 2-3""]",representation.text.plain_text,medium,representation.identifier.alphanumeric_id,1.000,no,representation.text.plain_text,"Game result codes like 'T 2-2', 'W 0-1' are freeform result strings with no standard type; finetype's alphanumeric_id is less appropriate.",result,sherlock
sherlock,,,"[""Discount Rate (Visa, MasterCard, JCB, Discover, Dinners, Amex)"", ""Transaction Cost""]",representation.text.plain_text,medium,representation.text.entity_name,1.000,no,representation.text.plain_text,Service description labels; finetype's entity_name is less precise than plain_text for these descriptive phrases.,service,sherlock
sherlock,,,"[""1.0"", ""10.0"", ""1.0"", ""14.0"", ""10.0"", ""5.0"", ""5.0"", ""1.0"", ""8.0"", ""1.0""]",representation.numeric.decimal_number,high,representation.numeric.decimal_number,1.000,yes,representation.numeric.decimal_number,,duration,sherlock
sherlock,,,"[""isbn 0394758285"", ""isbn 0806527285"", ""isbn 068482499X"", ""isbn 3836502135"", ""isbn 0143036696"", ""isbn 039460430X"", ""isbn 068480154X"", ""isbn 0553213296"", ""isbn 0395860253"", ""isbn 0810114127""]",identity.commerce.isbn,high,representation.discrete.categorical,0.950,no,identity.commerce.isbn,Values are explicitly prefixed with 'isbn' followed by ISBN numbers; finetype saw categorical which is incorrect.,isbn,sherlock
sherlock,,,"[""Glamour"", ""Glamour"", ""Glamour"", ""Glamour"", ""Glamour"", ""Glamour"", ""Glamour"", ""Glamour"", ""Glamour"", ""Glamour""]",representation.text.word,medium,geography.location.region,1.000,no,representation.text.word,Single repeated magazine name 'Glamour'; finetype called it geography.location.region which is incorrect for a publication name.,album,sherlock
sherlock,,,"[""TeamLionofFlanders.com"", ""TeamLionofFlanders.com"", ""TeamLionofFlanders.com"", ""TEAMLIONOFFLANDERS.COM"", ""TeamLionofFlanders.com"", ""TeamLionofFlanders.com"", ""TeamLionofFlanders.com"", ""TeamLionofFlanders.com"", ""TeamLionofFlanders.com"", ""TeamLionofFlanders.com""]",technology.internet.hostname,high,geography.location.region,0.909,no,technology.internet.hostname,Domain names like 'TeamLionofFlanders.com'; finetype classified as geography.location.region which is wrong.,team Name,sherlock
sherlock,,,"[""Rochester"", ""Montclair"", ""Cleveland"", ""Bristow"", ""Wantagh"", ""Virginia Beach"", ""Concord"", ""Universal City"", ""Miami"", ""Atlanta""]",geography.location.city,high,geography.location.region,0.400,no,geography.location.city,US city names; finetype classified as geography.location.region (low confidence 0.4); city is more specific.,city,sherlock
sherlock,,,"["""", ""M"", """", ""M"", """", ""M"", """", ""M"", """", ""M""]",representation.text.word,medium,identity.person.gender,0.800,no,identity.person.gender_code,Single letter 'M' with empty values is a gender code; however gender_code is not in taxonomy. Using identity.person.gender as finetype suggests.,sex,sherlock
