source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Marty Rance"", ""Gray"", ""Red Berry"", ""Thaddius"", ""Rodney"", ""Miriam Rance""]",identity.person.full_name,medium,representation.text.entity_name,0.5,no,representation.text.entity_name,"Values include single names like 'Gray', 'Thaddius', 'Rodney' which are not clearly full names; entity_name is more appropriate for this mixed set.",credit,sherlock
sherlock,,,"[""Connecticut"", ""Delaware"", ""Maryland"", ""New Jersey"", ""New York"", ""North Carolina"", ""Pennsylvania"", ""Virginia""]",geography.location.region,high,geography.location.region,0.625,yes,geography.location.region,,state,sherlock
sherlock,,,"[""Microcastle"", ""Madonna"", ""In Light"", ""The Moment EP"", ""Causers Of This"", ""Armchair Apocrypha"", ""Oohs & Aahs"", ""WALK THE MOON"", ""James Blake"", ""Ode to Sunshine"", ""1977"", ""Broken Side of Time"", ""Menos El Oso"", ""You Me And The Mountain - EP"", ""Citizen"", ""LP"", ""Sleep Paralysist - Single"", ""Life of Leisure - EP"", ""Animals"", ""Astro Coast""]",representation.text.entity_name,medium,representation.text.entity_name,0.3,yes,representation.text.entity_name,,album,sherlock
sherlock,,,"[""Seattle Seahawks (11)"", ""New England Patriots (1)"", ""Green Bay Packers"", ""Dallas Cowboys"", ""Denver Broncos"", ""Pittsburgh Steelers"", ""Detroit Lions"", ""Indianapolis Colts"", ""Cincinnati Bengals"", ""Baltimore Ravens"", ""Arizona Cardinals"", ""Philadelphia Eagles"", ""Carolina Panthers"", ""Kansas City Chiefs"", ""Houston Texans"", ""San Diego Chargers"", ""Buffalo Bills"", ""San Francisco 49ers"", ""Miami Dolphins"", ""Minnesota Vikings""]",representation.text.entity_name,medium,representation.text.entity_name,0.6,yes,representation.text.entity_name,,team,sherlock
sherlock,,,"[""Win"", ""Win"", ""Loss""]",representation.discrete.categorical,high,identity.person.last_name,0.333,no,representation.discrete.categorical,"Win/Loss are categorical outcome values, not last names; FineType's last_name is incorrect here.",result,sherlock
sherlock,,,"[""2000 Oct"", ""2001 Oct"", ""1994 Oct"", ""1994 Oct"", ""1995 Apr"", ""1995 Aug"", ""1995 Oct"", ""1996 Apr"", ""1996 Oct"", ""1997 Apr"", ""1997 Oct"", ""1998 Apr"", ""1998 Oct"", ""1999 Apr"", ""1999 Oct"", ""2000 Apr"", ""2000 Oct"", ""2001 Apr"", ""2001 Oct"", ""2002 Apr""]",datetime.date.month_year_abbrev,high,representation.identifier.alphanumeric_id,0.55,no,datetime.date.month_year_abbrev,Values like '2000 Oct' clearly follow year+month-abbreviation pattern; FineType misclassified as alphanumeric_id.,year,sherlock
sherlock,,,"[""Horror"", ""Slasher"", ""Vampire"", ""Horror"", ""Exploitation"", ""Vampire"", ""Vampire"", ""Vampire"", ""Ero/Horror"", ""Horror"", ""Found Footage"", ""Ero/Horror"", ""Ero/Horror"", ""Thriller"", ""Erotica"", ""Ero/Horror"", ""Horror"", ""Cult/Sci-Fi"", ""Com/Horror"", ""Vigilante""]",representation.discrete.categorical,high,identity.person.last_name,0.4,no,representation.discrete.categorical,"Values are film genre labels (Horror, Vampire, Thriller etc.); FineType's last_name is incorrect.",genre,sherlock
sherlock,,,"[""4-1"", ""4-2"", ""4-3"", ""4-4""]",representation.text.plain_text,medium,identity.medical.loinc,1.0,no,representation.text.plain_text,"Values like '4-1','4-2','4-3' are score or section codes, not LOINC medical codes; FineType is incorrect.",day,sherlock
sherlock,,,"[""F M Berry"", ""G Benoist"", ""G Benoist"", ""F M Berry"", ""F M Berry"", ""F M Berry"", ""S Foley (3)""]",identity.person.full_name,medium,representation.text.entity_name,0.714,no,identity.person.full_name,"Values are abbreviated person names (e.g. 'F M Berry', 'S Foley (3)'); full_name is more appropriate than entity_name.",jockey,sherlock
sherlock,,,"[""Atlus"", ""Curve Digital"", ""Devolver Digital"", ""Koei Tecmo"", ""Koei Tecmo"", ""Koei Tecmo"", ""Loot Entertainment"", ""Warner Bros"", ""10tons"", ""Honeyslug"", ""Frogmind Games"", ""Young Horses"", ""Idea Factory"", ""Idea Factory"", ""Fair Play Labs"", ""Disney Interactiv..."", ""OPQAM"", ""Spiky Fish Games"", ""Yacht Club Games"", ""NIS America""]",representation.text.entity_name,medium,representation.text.entity_name,0.125,yes,representation.text.entity_name,,publisher,sherlock
sherlock,,,"[""820.6"", ""216.3"", ""17,607.1"", ""86.4"", ""3,692.9"", ""8,169.9"", ""9,253.2""]",finance.currency.amount_comma,medium,finance.currency.amount,0.143,no,finance.currency.amount_comma,"Values use comma as thousands separator (e.g. '17,607.1', '3,692.9'); amount_comma is more precise than amount.",state,sherlock
sherlock,,,"[""Hydrobates castro"", ""Eurasian Sparrowhawk Accipiter nisus"", ""Plain Swift Apus unicolor"", ""Berthelot's Pipit Anthus berthelotii"", ""Island Canary Serinus canaria""]",representation.text.entity_name,medium,representation.text.entity_name,0.8,yes,representation.text.entity_name,,species,sherlock
sherlock,,,"[""Montclair, NJ"", ""North Adams, MA"", ""Brooklyn, NY"", ""Lancaster, PA"", ""Lake Forest, CA"", ""New York, NY"", ""New York, NY"", ""New York, NY"", ""Los Angeles, CA"", ""Los Angeles, CA"", ""New York, NY"", ""San Luis Obispo, CA"", ""San Francisco, CA"", ""Dearborn, MI"", ""New York, NY"", ""San Antonio, TX"", ""Los Angeles, CA"", ""Detroit, MI"", ""New York, NY"", ""San Francisco, CA""]",geography.address.full_address,high,representation.text.entity_name,1.0,no,geography.address.full_address,"Values follow 'City, ST' format (e.g. 'Montclair, NJ', 'New York, NY') which is a structured location address; full_address is more appropriate.",location,sherlock
sherlock,,,"[""1500 agents"", ""8000 agents"", ""8000 agents"", ""1500 agents"", ""200 agents""]",representation.text.plain_text,medium,container.array.whitespace_separated,1.0,no,representation.text.plain_text,"Values like '1500 agents' are descriptive text strings, not whitespace-separated arrays; FineType misclassified.",capacity,sherlock
sherlock,,,"[""The Noodle Ninja"", ""Glenorchy Holiday Park"", ""Traffic Design Group Ltd"", ""Babycity"", ""Paradise Safaris - Guided 4WD Trips"", ""Hair Extension Boutique""]",representation.text.entity_name,medium,representation.text.entity_name,0.5,yes,representation.text.entity_name,,company,sherlock
sherlock,,,"[""Commission on Security and Cooperation in Europe"", ""Birlik Party"", """", ""Erk Party"", ""Carnegie Endowment for International Peace""]",representation.text.entity_name,medium,representation.text.entity_name,0.4,yes,representation.text.entity_name,,affiliation,sherlock
sherlock,,,"[""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""en"", ""None"", ""en"", ""None"", ""None"", ""en"", ""en"", ""en"", ""en"", ""en"", ""en""]",technology.code.locale_code,medium,geography.address.street_suffix,0.6,no,technology.code.locale_code,"Values include 'en' (language code) and 'None'; locale_code is correct, street_suffix is clearly wrong.",language,sherlock
sherlock,,,"[""MA"", ""OR"", ""IA"", ""NH"", ""FL"", ""LA"", ""FL"", ""VA"", ""IA"", ""OH"", ""MA"", ""AZ"", ""VA"", ""NY"", ""WV"", ""TX"", ""WI"", ""KS"", ""KY"", ""CA""]",geography.location.region,high,geography.location.country_code,0.85,no,geography.location.region,"Values are US state abbreviations (MA, OR, FL etc.) which are sub-national regions, not country codes; region is more accurate.",state,sherlock
sherlock,,,"[""69 kg"", ""69 kg""]",representation.scientific.measurement_unit,medium,identity.person.weight,1.0,no,identity.person.weight,FineType correctly identified '69 kg' as person weight; accepting finetype's label.,category,sherlock
sherlock,,,"[""Year of fee payment: 4"", ""Owner name: SAP SE, GERMANY Free format text: CHANGE OF NAME;ASSIGNOR:SAP AG;REEL/FRAME:033625/0334 Effective date: 20140707""]",representation.text.plain_text,high,container.array.whitespace_separated,0.5,no,representation.text.plain_text,"Values are long free-form text strings (patent/legal descriptions), not whitespace-separated arrays; FineType misclassified.",description,sherlock
sherlock,,,"[""Electricity/Gas"", ""Electricity/Gas"", ""Fire"", ""Garbage"", ""Garbage"", ""Internet Service Providers"", ""Phone Local/Long Distance"", ""Police"", ""TV/Cable/Satellite"", ""Water""]",representation.discrete.categorical,high,representation.text.entity_name,0.1,no,representation.discrete.categorical,Blind classification preferred; FineType's representation.text.entity_name does not fit the data pattern.,service,sherlock
sherlock,,,"[""Advertising, Public Relations, and Related Services"", ""Specialized Design Services"", ""Newspaper, Periodical, Book, and Directory Publishers"", ""Motion Picture and Video Industries"", ""Independent Artists, Writers, and Performers""]",representation.text.entity_name,medium,identity.person.full_name,0.4,no,representation.text.entity_name,"Values are industry sector names (e.g. 'Advertising, Public Relations...'), not person names; entity_name is correct.",industry,sherlock
sherlock,,,"[""VANGUARD NA\u2026"", ""GULFMARK OF\u2026"", ""ENBRIDGE EN\u2026"", ""ORION ENGIN\u2026"", ""SHIP FINANC\u2026""]",representation.text.entity_name,medium,geography.location.city,0.1,no,representation.text.entity_name,"Values are truncated company names (e.g. 'VANGUARD NA...'), not cities; entity_name is correct.",company,sherlock
sherlock,,,"[""Elite Casein Smooth Vanilla"", ""Elite Casein Rich Chocolate"", ""Elite Casein Cinnamon Bun"", ""Elite Casein Chocolate Peanut Butter""]",representation.text.entity_name,medium,representation.text.entity_name,0.75,yes,representation.text.entity_name,,product,sherlock
sherlock,,,"[""Pittsburgh, United States"", ""Cincinnati, United States"", ""Columbus, United States"", ""Atlantic City, United States"", ""Ibiza, Spain""]",geography.address.full_address,high,representation.text.entity_name,0.6,no,geography.address.full_address,"Values follow 'City, Country' format; full_address is more appropriate than entity_name.",location,sherlock
sherlock,,,"[""Open"", ""Closed"", ""Closed""]",representation.discrete.categorical,high,identity.person.last_name,0.667,no,representation.discrete.categorical,"Open/Closed are status categorical values, not last names; FineType is incorrect.",status,sherlock
sherlock,,,"[""Lino Lakes"", ""Flower Mound"", ""North Oaks"", ""Golden Valley"", ""Saint Cloud""]",geography.location.city,high,representation.text.entity_name,0.1,no,geography.location.city,"Values are US city names (Lino Lakes, Flower Mound, Saint Cloud); city is more appropriate than entity_name.",city,sherlock
sherlock,,,"[""Alabama"", ""Oregon"", ""Florida State"", ""Ohio State"", ""Baylor"", ""Clemson"", ""Stanford"", ""Auburn"", ""LSU"", ""Oklahoma"", ""Oklahoma St."", ""Texas A&M"", ""South Carolina"", ""Missouri"", ""Miami (FL)"", ""Michigan St."", ""UCF"", ""Louisville"", ""UCLA"", ""Wisconsin""]",representation.text.entity_name,medium,representation.text.entity_name,0.1,yes,representation.text.entity_name,,team,sherlock
sherlock,,,"[""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti"", ""Tuck & Patti""]",representation.text.entity_name,high,representation.text.entity_name,1.0,yes,representation.text.entity_name,,artist,sherlock
sherlock,,,"[""System / admin update -"", ""System / admin update -"", ""System / admin update -"", ""System / admin update -"", ""System / admin update -"", """", """", ""System / admin update -"", ""System / admin update -""]",representation.text.plain_text,high,representation.text.entity_name,0.778,no,representation.text.plain_text,Blind classification preferred; FineType's representation.text.entity_name does not fit the data pattern.,notes,sherlock
sherlock,,,"[""Abel Molina"", ""Damian Martinez"", ""Francisco Calderon"", ""Gilbert Ortiz"", ""Gilbert Ortiz"", ""Gilbert Ortiz"", ""Alfonso Lujan"", ""Gilbert Ortiz""]",identity.person.full_name,high,representation.text.entity_name,0.625,no,identity.person.full_name,"Values are clearly full person names (Abel Molina, Francisco Calderon, Gilbert Ortiz); full_name is more appropriate than entity_name.",jockey,sherlock
sherlock,,,"[""Sunday"", ""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday"", ""Monday"", ""Tuesday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""]",datetime.component.day_of_week,high,datetime.component.day_of_week,0.85,yes,datetime.component.day_of_week,,day,sherlock
