source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of."", ""Afghanistan, Rep. of.""]",geography.location.country,high,identity.person.full_name,1.0,no,geography.location.country,Values are country names; FineType misclassified due to comma structure resembling person names.,country,sherlock
sherlock,,,"[""To House Education"", ""Introduced in House"", ""To Education then Finance"", ""Filed for introduction""]",representation.text.sentence,medium,representation.text.entity_name,0.5,no,representation.text.sentence,Values are short descriptive sentences about legislative actions; entity_name is too narrow.,description,sherlock
sherlock,,,"[""86"", ""86"", ""85"", ""86"", ""85"", ""86"", ""87""]",representation.numeric.integer_number,medium,representation.identifier.numeric_code,1.0,no,representation.numeric.integer_number,Values are small integer numbers (ages); numeric_code implies identifier usage which is incorrect here.,age,sherlock
sherlock,,,"[""7211 50TH AVE N SAINT PETERSBURG, FL 33709-2731 PINELLAS COUNTY"", ""3976 43rd Ter N Saint Petersburg, FL 33714-3625 Pinellas COUNTY""]",geography.address.full_address,high,geography.address.full_address,1.0,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""Dallas"", ""Houston"", ""San Antonio"", ""North Myrtle Beach"", ""Saint Petersburg"", ""Fort Lauderdale"", ""Nashville"", ""Charlotte"", ""Baltimore"", ""Philadelphia""]",geography.location.city,high,geography.location.region,0.3,no,geography.location.city,Values are US city names; FineType chose region which is too broad.,city,sherlock
sherlock,,,"["""", ""BLND"", ""DEAF"", ""WCHR"", ""WCHS"", ""WCHC"", ""WCMP"", ""WCBD"", ""Blindenhund"", """"]",representation.discrete.categorical,medium,representation.text.entity_name,0.5,no,representation.discrete.categorical,Values are airline special service request codes (categorical); entity_name is inappropriate.,service,sherlock
sherlock,,,"[""This amendment DID NOT PASS the House 167 voted YES 243 voted NO 24 voted present/not voting"", ""This amendment DID NOT PASS the House 156 voted YES 242 voted NO 36 voted present/not voting"", ""PASSED by voice vote""]",representation.text.sentence,high,geography.address.full_address,0.941,no,representation.text.sentence,Values are structured sentences describing amendment vote outcomes; full_address is clearly wrong.,result,sherlock
sherlock,,,"[""UNAT"", ""UNAT"", ""UNAT"", ""UNAT"", ""UNAT"", ""UNAT"", ""WMST""]",representation.text.word,low,geography.transportation.icao_code,1.0,no,representation.text.word,Values are short club/team codes; ICAO codes are airport identifiers which these are not.,club,sherlock
sherlock,,,"[""Virginia Beach, VA"", ""Atlanta, GA"", ""San Diego, CA"", ""Burnsville, MN"", ""Framingham, MA""]",geography.location.city,medium,representation.text.entity_name,1.0,no,geography.location.city,"Values are city+state format strings like 'Virginia Beach, VA'; entity_name is too generic.",location,sherlock
sherlock,,,"[""2012"", ""2012"", ""2012"", ""2012"", ""2012"", ""2012"", ""2012"", ""2012"", ""2012"", ""2012""]",datetime.component.year,high,datetime.component.year,1.0,yes,datetime.component.year,,year,sherlock
sherlock,,,"[""Brazil"", ""N/A"", ""United States"", ""United Kingdom"", ""China"", ""Cape Verde"", ""Paraguay"", """"]",geography.location.country,high,geography.location.country,0.625,yes,geography.location.country,,origin,sherlock
sherlock,,,"[""7,473,303"", ""7,473,305"", ""7,473,311"", ""7,473,315"", ""7,473,316"", ""7,473,317"", ""7,473,320"", ""7,473,329"", ""7,473,345"", ""7,473,351""]",representation.numeric.integer_number,medium,container.array.comma_separated,0.545,no,representation.numeric.integer_number,Values are large integers formatted with comma thousands separators; not comma-separated arrays.,rank,sherlock
sherlock,,,"[""Spanish"", ""French"", ""German""]",representation.discrete.categorical,high,geography.location.country,1.0,no,representation.discrete.categorical,"Values are language names, not countries; FineType matched country names but these are languages.",language,sherlock
sherlock,,,"[""Retired"", ""Lawyers/Law Firms"", ""Securities & Investment"", ""Health Professionals"", ""Real Estate""]",representation.discrete.categorical,high,representation.text.entity_name,0.6,no,representation.discrete.categorical,Values are industry sector categories; entity_name is less precise than categorical.,industry,sherlock
sherlock,,,"[""PDF"", ""Hardcopy (shipping and handling)""]",representation.discrete.categorical,high,representation.text.entity_name,0.5,no,representation.discrete.categorical,"Values are document format types (PDF, Hardcopy); categorical is more appropriate than entity_name.",format,sherlock
sherlock,,,"["""", ""NIGHTINGALE Mandy"", """", ""NIGHTINGALE Mandy"", """", ""NIGHTINGALE Mandy"", """", ""NIGHTINGALE Mandy"", """", ""NIGHTINGALE Mandy""]",identity.person.full_name,high,identity.person.full_name,0.5,yes,identity.person.full_name,,name,sherlock
sherlock,,,"[""No Beef (feat. Miss Palmer) - Single"", ""As Your Friend (feat. Chris Brown) - Single"", ""No Beef (feat. Miss Palmer) - Single"", ""Take Over Control (Remixes) [feat. Eva Simons] - EP"", ""The Spark (feat. Spree Wilson) - Single""]",representation.text.entity_name,high,representation.text.entity_name,0.3,yes,representation.text.entity_name,,album,sherlock
sherlock,,,"[""Szeged (Hungary)"", ""Bengaluru (India - Karnataka)""]",geography.location.city,medium,representation.text.entity_name,0.5,no,geography.location.city,Values are city names with country context in parentheses; entity_name is less specific than city.,location,sherlock
sherlock,,,"[""J Clay Britt"", ""William L Specht"", ""Bryant J Lum"", ""Craig S Mallery"", ""Chris Waters"", ""Jeff C Stiling"", ""Chris M Hancock"", ""Dennis G Baker"", ""Thomas G Smith"", ""Paul J Frentsos""]",identity.person.full_name,high,representation.text.entity_name,0.636,no,identity.person.full_name,Blind classification preferred; FineType confidence was low.,name,sherlock
sherlock,,,"[""TESS"", ""ESI"", ""GES"", ""TECD"", ""SANM""]",representation.text.word,medium,representation.identifier.alphanumeric_id,0.6,no,representation.text.word,Values are stock ticker symbols; alphanumeric_id does not capture this semantic.,symbol,sherlock
sherlock,,,"[""640.0"", ""58.0"", ""91.0"", ""189.0"", ""95.0""]",representation.numeric.decimal_number,medium,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,elevation,sherlock
sherlock,,,"[""isbn"", ""isbn 1626362092"", ""isbn 1607743949"", ""isbn 0517169630"", ""isbn 0688152538"", ""isbn 0684827190"", ""isbn 081181503X"", ""isbn 037550267X"", ""isbn 0394584058"", ""isbn 0060888180""]",identity.commerce.isbn,medium,representation.discrete.categorical,0.05,no,identity.commerce.isbn,Values are ISBN references prefixed with 'isbn'; FineType gave categorical with very low confidence.,isbn,sherlock
