source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""7-9"", ""10-12"", ""K-6"", ""K-6"", ""K-K"", ""5-12"", ""7-12"", ""K-6"", ""7-12"", ""K-6""]",representation.text.plain_text,low,representation.discrete.categorical,0.4000,no,representation.text.plain_text,Grade range codes like K-6 don't fit any taxonomy type precisely; plain_text is most appropriate as no structured format applies.,grades,sherlock
sherlock,,,"[""A1"", ""A1"", ""A1"", ""A1"", ""A1"", ""A1"", ""A1"", ""A1"", ""A2"", ""A2""]",representation.identifier.alphanumeric_id,high,representation.identifier.alphanumeric_id,1.0000,yes,representation.identifier.alphanumeric_id,,person,sherlock
sherlock,,,"[""General"", ""General"", ""General"", ""General"", ""P.O. Box"", ""General"", ""General"", ""P.O. Box"", ""General"", ""General""]",representation.discrete.categorical,medium,geography.location.country,0.8460,no,representation.discrete.categorical,"Values are mail delivery classifications (General, P.O. Box); categorical is more appropriate than country.",classification,sherlock
sherlock,,,"[""PG"", ""SG"", ""SF"", ""PF"", ""C""]",representation.discrete.categorical,medium,geography.location.country_code,0.8000,no,representation.discrete.categorical,PG/SG/SF/PF/C are basketball position codes; categorical fits better than country_code.,position,sherlock
sherlock,,,"[""Henkelmann, Christine 040-3703- 2158 E-Mail-Kontakt Outlook vCard Am Baumwall 11 20459 Hamburg"", ""Hallemann, Michael +49-40-3703-2981 E-Mail-Kontakt Outlook vCard Am Baumwall 11 20459 Hamburg""]",representation.text.paragraph,high,geography.address.full_address,1.0000,no,representation.text.paragraph,"Values are full contact info blocks with name, phone, and address; paragraph is more appropriate than full_address since each value contains multiple fields.",name,sherlock
sherlock,,,"[""None"", ""None"", ""None""]",representation.text.plain_text,high,geography.address.street_suffix,1.0000,no,representation.text.plain_text,"Values are all 'None' string placeholders, not street suffixes; plain_text is most appropriate.",country,sherlock
sherlock,,,"[""Mon"", ""Tues"", ""Wed"", ""Thurs"", ""Fri"", ""Sat"", ""Sun""]",datetime.component.day_of_week,high,representation.text.entity_name,0.0710,no,datetime.component.day_of_week,Values Mon/Tues/Wed/Thurs/Fri/Sat/Sun are clearly abbreviated day names; FineType was correct here.,order,sherlock
sherlock,,,"["""", ""M"", """", ""M"", """", ""M"", ""M"", """", ""M"", """"]",representation.boolean.initials,medium,identity.person.gender,0.8000,no,identity.person.gender,,sex,sherlock
sherlock,,,"[""Check My Demeanor"", ""Made Up My Mind - Single"", ""Made Up My Mind - Single""]",representation.text.entity_name,medium,geography.location.region,0.6670,no,representation.text.entity_name,Values are music track/album titles; entity_name is correct but region is wrong. Both agree on entity_name.,album,sherlock
sherlock,,,"[""accepted"", ""accepted"", ""accepted"", ""accepted"", ""accepted"", ""accepted"", ""accepted""]",representation.discrete.categorical,high,datetime.component.day_of_week,1.0000,no,representation.discrete.categorical,Values are all 'accepted' indicating a status; categorical fits better than day_of_week.,status,sherlock
sherlock,,,"[""Columbus"", ""San Jose"", ""Valley Center"", ""Redding"", ""Thousand Oaks"", ""Los Angeles"", ""Kelseyville"", ""West Wendover"", ""Thackerville"", ""Kansas City""]",geography.location.city,high,geography.location.region,0.4000,no,geography.location.city,Values are US city names; city is more specific and correct than region.,city,sherlock
sherlock,,,"[""Algeria"", ""Argentina"", ""Australia"", ""Austria"", ""Bahrain"", ""Belgium"", ""Benin"", ""Bermuda"", ""Brazil"", ""Canada""]",geography.location.country,high,geography.location.country,0.5500,yes,geography.location.country,,country,sherlock
sherlock,,,"[""FL"", ""NC"", ""CA"", ""PA"", ""CA"", ""MT"", ""PA"", ""FL"", ""IN"", ""CA""]",geography.location.region,high,geography.location.country_code,1.0000,no,geography.location.country_code,,state,sherlock
sherlock,,,"[""VMST"", ""TOC"", ""TAM"", ""STAN"", ""WCM"", ""SDSM"", ""HIMA"", ""MINN"", ""PNA"", ""OREG""]",representation.identifier.alphanumeric_id,medium,representation.text.entity_name,0.6000,no,representation.identifier.alphanumeric_id,Values are short club/organization codes; alphanumeric_id fits better than entity_name.,club,sherlock
sherlock,,,"[""Scranton PA"", ""Detroit MI"", ""Springfield IL"", ""Kansas City MO"", ""Shreveport LA"", ""Huntsville AL"", ""Chattanooga TN"", ""Wallingford CT"", ""Poughkeepsie NY"", ""Halifax Canada""]",geography.location.city,medium,representation.text.entity_name,0.5380,no,geography.location.city,Values are city+state abbreviations; city is more appropriate than entity_name.,city,sherlock
sherlock,,,"[""English (United Kingdom)"", ""French"", ""Latvian"", ""Portuguese"", ""Ukrainian""]",representation.discrete.categorical,medium,geography.location.country,0.4000,no,representation.discrete.categorical,Values are language names; categorical fits better than country.,language,sherlock
sherlock,,,"[""USNA"", ""TOSA"", ""RINC"", ""CALT"", """", ""TOSA"", ""IM"", ""PNA"", ""SBSC"", ""IM""]",representation.identifier.alphanumeric_id,medium,representation.identifier.alphanumeric_id,0.5000,yes,representation.identifier.alphanumeric_id,,club,sherlock
sherlock,,,"[""Annapolis"", ""Wilkes-Barre"", ""Sellersville"", ""New York"", ""Saint Charles"", ""Kansas City""]",geography.location.city,high,geography.location.country,0.6670,no,geography.location.city,Values are city names; city is more appropriate than country.,city,sherlock
sherlock,,,"[""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None"", ""None""]",representation.text.plain_text,high,geography.address.street_suffix,1.0000,no,representation.text.plain_text,"Values are all 'None' placeholders; plain_text is most appropriate, not street_suffix.",status,sherlock
sherlock,,,"[""MedImmune LLC"", ""Novartis Vaccines and Diagnostics Limited"", ""Sanofi Pasteur, Inc.""]",representation.text.entity_name,medium,representation.text.entity_name,0.6670,yes,representation.text.entity_name,,manufacturer,sherlock
sherlock,,,"[""abuse"", ""abuse"", ""abuse"", ""abuse"", ""abuse"", ""abuse"", ""abuse"", ""abuse"", ""abuse"", ""abuse""]",representation.discrete.categorical,medium,geography.location.country,0.1000,no,representation.discrete.categorical,Values are 'abuse' and 'www' which are internet subdomain types/categories; categorical fits better than country.,component,sherlock
sherlock,,,"[""2000 Stadium Way Los Angeles, CA 90026"", ""1401 South Grand Avenue Los Angeles, CA 90015"", ""8700 Beverly Boulevard Los Angeles, CA 90048""]",geography.address.full_address,high,geography.address.full_address,1.0000,yes,geography.address.full_address,,address,sherlock
sherlock,,,"[""Real Madrid"", ""FC Barcelona"", ""Valencia CF"", ""Malaga CF"", ""Atletico Madrid"", ""Levante UD"", ""Osasuna"", ""RCD Mallorca"", ""Sevilla FC"", ""Athletic Bilbao""]",representation.text.entity_name,high,representation.text.entity_name,0.3500,yes,representation.text.entity_name,,team,sherlock
sherlock,,,"[""1"", ""2"", ""3"", ""4"", ""5""]",representation.identifier.increment,medium,representation.numeric.integer_number,0.8000,no,representation.numeric.integer_number,Values 1-5 are small integers; both are plausible but integer_number is more precise than increment.,day,sherlock
sherlock,,,"[""Louisiana"", ""Virginia"", ""Idaho"", ""Colorado"", ""Indiana"", ""Nebraska"", ""Ohio"", ""Pennsylvania"", ""Vermont"", ""South Carolina""]",geography.location.region,high,geography.location.region,0.6000,yes,geography.location.region,,state,sherlock
sherlock,,,"[""1229"", ""1228"", ""1227"", ""1226"", ""1225"", ""1224"", ""1223"", ""1221"", ""1221"", ""1219""]",representation.identifier.increment,medium,representation.identifier.numeric_code,1.0000,no,representation.identifier.numeric_code,Values are descending 4-digit codes; numeric_code is reasonable from FineType.,region,sherlock
sherlock,,,"[""Win"", ""Loss"", ""Loss"", ""Loss"", ""Win""]",representation.discrete.categorical,high,identity.person.last_name,0.6000,no,representation.discrete.categorical,Win/Loss values are categorical; last_name is clearly wrong for FineType.,result,sherlock
sherlock,,,"[""The ACE Alliance (2010-2012)..."", ""Tolo TV's Dream and Achieve show (2006-2012)..."", ""The Business Climate Reform Alliance (2005-2009)...""]",representation.text.paragraph,high,representation.text.entity_name,1.0000,no,representation.text.paragraph,"Values are long descriptive paragraphs about programs; paragraph is correct, not entity_name.",description,sherlock
sherlock,,,"[""Alabama"", ""Florida State"", ""Ohio State"", ""Baylor"", ""Oregon"", ""Clemson"", ""Auburn"", ""Oklahoma St."", ""Missouri"", ""Stanford""]",representation.text.entity_name,high,representation.text.entity_name,0.1250,yes,representation.text.entity_name,,team,sherlock
sherlock,,,"[""Full Time"", ""Project Basis"", ""Full Time"", ""Full Time"", ""Full Time"", ""Full Time"", ""Full Time"", ""Full Time"", ""Full Time"", ""Full Time""]",representation.discrete.categorical,high,representation.text.entity_name,0.9500,no,representation.discrete.categorical,Values are employment types; categorical fits better than entity_name.,duration,sherlock
sherlock,,,"[""11"", ""12"", ""11"", ""4"", ""5"", ""4"", ""11"", ""11"", ""3"", ""3""]",representation.numeric.integer_number,medium,representation.identifier.numeric_code,0.4550,no,representation.identifier.numeric_code,Small integers like 11/12/4/5; both numeric_code and integer_number are plausible. Keeping FineType.,plays,sherlock
sherlock,,,"[""Mexican Institute of Sound"", ""Mexican Institute of Sound"", ""Mexican Institute of Sound"", ""Mexican Institute of Sound"", ""Mexican Institute of Sound"", ""Mexican Institute of Sound""]",representation.text.entity_name,high,representation.text.entity_name,1.0000,yes,representation.text.entity_name,,artist,sherlock
sherlock,,,"[""Mon"", ""Tues"", ""Wed"", ""Thurs"", ""Fri"", ""Sat"", ""Sun""]",datetime.component.day_of_week,high,identity.person.last_name,0.0710,no,datetime.component.day_of_week,Values Mon/Tues/Wed are day abbreviations; FineType's last_name is incorrect.,order,sherlock
sherlock,,,"[""10 years"", ""2 years""]",representation.text.plain_text,medium,representation.discrete.ordinal,1.0000,no,representation.text.plain_text,"Values '10 years'/'2 years' are duration strings; plain_text is correct, not ordinal.",duration,sherlock
sherlock,,,"[""Georgia Institute of Technology"", ""Georgia Institute of Technology"", ""Purdue University"", ""Texas A & M University"", ""Georgia Institute of Technology""]",representation.text.entity_name,high,representation.text.entity_name,0.6000,yes,representation.text.entity_name,,affiliation,sherlock
sherlock,,,"["""", ""SWE"", """", ""SWE"", """", ""SWE"", """", ""SWE"", """", ""SWE""]",geography.location.country_code,medium,geography.transportation.iata_code,0.5000,no,geography.location.country_code,SWE is a country code (Sweden); country_code is most appropriate.,country,sherlock
