source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""Scientific research and development services"",""Psychiatric and substance abuse hospitals"",""Junior colleges"",""Business, computer and management training"",""Colleges and universities""]",representation.text.plain_text,high,representation.text.entity_name,0.4,no,representation.text.plain_text,Values are verbose industry descriptions; entity_name implies proper nouns but these are descriptive phrases.,industry,sherlock
sherlock,,,"["""",""L"","""",""L"","""",""L"","""",""L"","""",""L"","""",""L""]",representation.discrete.categorical,medium,representation.scientific.measurement_unit,0.5,no,representation.discrete.categorical,Values are L or empty strings - a categorical flag; measurement_unit requires actual unit symbols.,class,sherlock
sherlock,,,"[""Event owner and coordinator"","""","""","""","""","""",""""]",representation.text.plain_text,medium,representation.boolean.initials,0.857,no,representation.text.plain_text,Single job role description phrase; initials classification is incorrect.,capacity,sherlock
sherlock,,,"[""Alabama"",""Alaska"",""Arizona"",""Arkansas"",""California"",""Colorado"",""Connecticut"",""Delaware"",""District of Columbia"",""Florida""]",geography.location.region,high,geography.location.country,0.4,no,geography.location.region,Values are clearly US state names; finetype returned country which is wrong domain.,state,sherlock
sherlock,,,"[""---"",""---"",""Boogabilla"",""---"",""Tucka Tucka"",""McIntyre River"",""Boogabilla"",""---"",""---"",""---""]",geography.location.city,medium,representation.discrete.ordinal,0.4,no,geography.location.city,Values are Australian place names (towns); ordinal is incorrect.,address,sherlock
sherlock,,,"[""Shelby"",""Shelby"",""Shelby"",""Franklin"",""Franklin"",""Shelby"",""Davidson"",""Davidson"",""Wilson"",""Monroe""]",geography.location.region,high,identity.person.last_name,0.35,no,geography.location.region,Values are US county names; last_name is plausible as standalone words but county context is stronger.,county,sherlock
sherlock,,,"[""Afghanistan"",""Albania"",""Algeria"",""American Samoa"",""Andorra"",""Angola"",""Anguilla"",""Antarctic"",""Antigua and Barbuda"",""Argentina""]",geography.location.country,high,geography.location.region,0.4,no,geography.location.country,All values are country names; finetype returned region with low confidence.,country,sherlock
sherlock,,,"[""strikeout"",""line drive single, center field"",""walk"",""line drive out, right field"",""strikeout""]",representation.text.plain_text,high,container.array.whitespace_separated,0.4,no,representation.text.plain_text,Baseball play descriptions are natural language phrases; whitespace_separated is wrong.,result,sherlock
sherlock,,,"[""28.0"",""26.8""]",representation.numeric.decimal_number,high,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,weight,sherlock
sherlock,,,"[""Aged 2 days, grave 25, row 4"",""Aged 1y,2m,5d, pneumonia, family moved to West Eaden Maine"",""Aged 1m,28d"",""""]",representation.text.sentence,medium,representation.text.entity_name,0.5,no,representation.text.sentence,Free-form biographical notes with age and cause; entity_name is wrong.,notes,sherlock
sherlock,,,"[""1901"",""1902"",""1903"",""1904"",""1905"",""1906"",""1907"",""1908"",""1909"",""1910""]",datetime.component.year,high,datetime.component.year,0.9,yes,datetime.component.year,,year,sherlock
sherlock,,,"[""William Whele"",""Derek Clark Robert Modin"",""Fredirigo"",""Adam Fairs""]",identity.person.full_name,high,representation.discrete.categorical,0.5,no,identity.person.full_name,Values are human names; finetype applied demotion but full_name is correct here.,credit,sherlock
sherlock,,,"[""South-East"",""South-East"",""Sunshine and Fraser Coast"",""South-East"",""Sunshine and Fraser Coast"",""NPSR"",""South-East"",""South-East"",""South-East"",""South-East""]",geography.location.region,high,representation.discrete.categorical,0.5,no,geography.location.region,Values are Australian regional names; categorical is wrong.,region,sherlock
sherlock,,,"[""Article: Print"",""Article: Electronic""]",representation.discrete.categorical,high,container.object.yaml,0.5,no,representation.discrete.categorical,Two categorical format values; yaml is incorrect.,format,sherlock
sherlock,,,"["""",""L"","""",""L"","""",""L"","""",""L"","""",""L"","""",""L""]",representation.discrete.categorical,medium,representation.scientific.measurement_unit,0.5,no,representation.discrete.categorical,Same as col 1 - L or empty flag values; measurement_unit is wrong.,class,sherlock
sherlock,,,"[""LiVe Well p/b Bountiful Bicycl"",""LiVe Well p/b Bountiful Bicycle"",""LiVe Well p/b Bountiful Bicycle"",""Team Oregon presented by Laurelwood Brewing""]",representation.text.entity_name,medium,representation.text.entity_name,0.5,yes,representation.text.entity_name,,team Name,sherlock
sherlock,,,"[""Contains firebug source"",""Firebug test harness"",""FBTest suite"",""Firebug Lite (for non-Firefox browsers)""]",representation.text.plain_text,high,representation.text.entity_name,0.75,no,representation.text.plain_text,Short software module description phrases; these are descriptive text not proper entity names.,description,sherlock
sherlock,,,"[""gt"",""lt"",""ge"",""le""]",representation.discrete.categorical,high,technology.code.locale_code,0.75,no,representation.discrete.categorical,Comparison operators gt/lt/ge/le are categorical codes; locale_code is incorrect.,operator,sherlock
sherlock,,,"[""Full"",""Unavailable"",""Unavailable"",""Unavailable"",""Unavailable"",""Unavailable""]",representation.discrete.categorical,high,representation.discrete.categorical,0.833,yes,representation.discrete.categorical,,status,sherlock
sherlock,,,"[""130 lb./58.5 kg."",""90 lb./41 kg."",""8 lb./ 3.6 kg."",""13 lb./ 5.9 kg."",""3 lb./1.35 kg."",""40 lb./18 kg."",""40 lb./18 kg.""]",representation.text.plain_text,medium,representation.text.entity_name,0.429,no,representation.text.plain_text,Weight values with dual units lb/kg; entity_name is wrong.,weight,sherlock
sherlock,,,"[""Thor Outboard"",""Kiekhaefer Corp"",""Lockwood Outboard"",""Muncie Gear Works"",""Evinrude Outboard"",""Gale Products"",""Clinton Marine"",""Chrysler Marine"",""Force by US Marine"",""Eska Outboard""]",representation.text.entity_name,high,geography.location.country,0.3,no,representation.text.entity_name,Company/brand names; finetype returned country with low confidence which is wrong.,manufacturer,sherlock
