source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""30.7"", ""34.4"", ""23.9"", ""31.8"", ""32.3"", ""25.7""]",representation.numeric.decimal_number,medium,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,weight,sherlock
sherlock,,,"[""Mare"", ""Gelding"", ""Gelding"", ""Gelding"", ""Gelding"", ""Mare"", ""Gelding"", ""Mare"", ""Colt"", ""Filly"", ""Gelding"", ""Mare"", ""Gelding"", ""Mare"", ""Mare"", ""Gelding"", ""Mare"", ""Mare"", ""Gelding"", ""Mare""]",representation.discrete.categorical,high,geography.location.country,0.45,no,representation.discrete.categorical,FineType misclassified animal sex types (Mare/Gelding/Colt/Filly) as country names due to short token similarity. These are clearly categorical horse gender/type values.,gender,sherlock
sherlock,,,"[""#"", ""#>"", ""<#"", ""(.)"", ""(u.)"", ""digit"", ""hold"", ""$number"", ""#s"", ""sign""]",representation.text.word,low,representation.file.excel_format,0.3,no,representation.text.plain_text,"FineType returned excel_format for symbolic notation (#, digit, sign). These are programming/command symbols best classified as plain_text.",command,sherlock
sherlock,,,"[""3e"", ""Align"", ""Align"", ""Align"", ""Align"", ""Amondotech"", ""Apache"", ""Apache"", ""Apache"", ""Apache"", ""Apache"", ""Arrowind"", ""Associated"", ""Astro Flight"", ""Atomic Power"", ""Aurora"", ""Bantam"", ""Bantam"", ""Bantam"", ""Bantam""]",representation.text.entity_name,medium,identity.person.last_name,0.1,no,representation.text.entity_name,"FineType returned last_name for mixed org/company names. These are entity names (organizations and companies), not person names.",manufacturer,sherlock
sherlock,,,"[""chevrolet"", ""buick"", ""plymouth"", ""amc"", ""ford"", ""ford"", ""chevrolet"", ""plymouth"", ""pontiac"", ""amc"", ""citroen"", ""chevrolet"", ""ford"", ""plymouth"", ""amc"", ""dodge"", ""plymouth"", ""ford"", ""chevrolet"", ""buick""]",representation.text.entity_name,high,representation.discrete.ordinal,0.125,no,representation.text.entity_name,"FineType returned ordinal for lowercase car manufacturer names. These are categorical entity names (automobile makes), not ordinal values.",manufacturer,sherlock
sherlock,,,"[""16-1"", ""16-3"", ""18-1"", ""14-5"", ""14-6"", ""15-5"", ""13-8"", ""12-8"", ""6-8"", ""9-8""]",representation.text.plain_text,low,identity.medical.loinc,1.0,no,representation.text.plain_text,"FineType returned loinc (medical codes) for score-format strings like '16-1'. These are sports/game scores or similar structured plain text, not medical codes.",region,sherlock
sherlock,,,"[""Rachid Taha"", ""State of Bengal"", ""Mac Umba"", ""Nickodemus"", ""Quantic & His Combo Barbaro"", ""Spam Allstars"", ""Los Guitarristas"", ""Kevin Johansen & The Nada"", ""M + S"", ""Pauline Croze"", ""Nouvelle Vague""]",identity.person.full_name,medium,representation.text.entity_name,0.545,no,identity.person.full_name,,artist,sherlock
sherlock,,,"[""Fiction, Adult - Non-Floating"", ""Fiction, Adult"", ""Fiction, Adult""]",representation.discrete.categorical,medium,representation.text.entity_name,0.667,no,representation.discrete.categorical,"FineType returned entity_name for library collection descriptions ('Fiction, Adult - Non-Floating'). These are categorical classification labels.",collection,sherlock
sherlock,,,"[""Mon"", ""Tues"", ""Wed"", ""Thurs"", ""Fri"", ""Sat"", ""Sun""]",datetime.component.day_of_week,high,representation.text.entity_name,0.071,no,datetime.component.day_of_week,FineType returned entity_name for abbreviated day names (Mon/Tues/Wed). These are clearly day_of_week values.,order,sherlock
sherlock,,,"[""STAN"", ""SMMM"", ""SWIM"", ""WCM"", ""DCM"", ""CONN"", ""HIMA"", ""ARIZ"", ""WCM"", ""OREG""]",representation.identifier.alphanumeric_id,medium,geography.transportation.icao_code,0.7,no,representation.identifier.alphanumeric_id,"FineType returned icao_code for short organizational codes (STAN/SMMM/WCM). These are alphanumeric identifiers, not airport codes.",club,sherlock
