source,source_file,column_name,sample_values,blind_label,blind_confidence,finetype_label,finetype_confidence,agreement,final_label,reasoning,ground_truth_label,ground_truth_source
sherlock,,,"[""4214 RINGGOLD RD"", """", """"]",geography.address.street_name,low,representation.boolean.initials,0.6667,no,geography.address.street_name,"FineType saw initials pattern from very sparse data (3 values, 2 empty); the one real value is clearly a street address.",address,sherlock
sherlock,,,"[""College Station, Texas"", ""Stillwater, Okla."", ""Columbia, Mo."", ""Ames, Iowa"", ""Lubbock, Texas"", ""Lawrence, Kan."", ""Waco, Texas"", ""Topeka, Kan."", ""Spicewood, Texas"", ""Columbia, Mo.""]",geography.location.city,high,representation.text.entity_name,0.75,no,geography.location.city,"Values are city, state pairs like 'College Station, Texas'; blind city label is more precise than entity_name.",city,sherlock
sherlock,,,"["""", ""M"", """", ""M"", """", ""M"", ""M"", """", ""M"", """"]",identity.person.gender_code,medium,identity.person.gender,0.8,no,identity.person.gender_code,"Values are single letter 'M' which is a gender code, not the full word gender label FineType chose.",sex,sherlock
sherlock,,,"[""n/a"", ""n/a"", ""n/a"", ""n/a""]",representation.text.plain_text,low,representation.discrete.ordinal,1.0,no,representation.discrete.categorical,All values are 'n/a' - FineType's ordinal is wrong; blind plain_text is also a stretch; categorical is best for a repeated sentinel value.,rank,sherlock
sherlock,,,"[""Susan Christie"", ""Meic Stevens"", ""Kerdd Dant"", ""Voice of the Seven Woods"", ""Zia"", ""Y Nhw"", ""S. P. Balasubrahmanyam, Chitra & Ilaiyaraaja""]",identity.person.full_name,medium,representation.discrete.categorical,0.5,no,representation.text.entity_name,Mix of artist names and band names; FineType's categorical is wrong; blind full_name too specific for band names; entity_name is best.,artist,sherlock
sherlock,,,"["""", ""30:00"", ""25:00"", ""29:15"", ""1:18:05"", ""41:11"", ""1:49:14"", ""56:15"", ""59:54"", ""1:43:06""]",datetime.time.hms_24h,medium,datetime.time.hm_24h,0.6,no,datetime.time.hm_24h,Values are duration-style times; FineType's hm_24h matches the majority format; blind hms_24h differs only by seconds component which is present in some values.,duration,sherlock
sherlock,,,"[""1"", ""2""]",representation.identifier.increment,low,representation.boolean.binary,0.5,no,representation.identifier.increment,"Values are [1, 2] - too few to confirm binary boolean; increment is safer for sequential integers starting at 1.",rank,sherlock
sherlock,,,"[""Vertino, Ryan"", ""Smith, Bryan"", ""Points, Unaccounted"", ""Oneil, Jeremy"", ""Narchus, Nick"", ""Haak, Eric"", ""Guagenti, Nick"", ""Dudziak, Mark"", ""Bienias, Mike"", ""Guagenti, Nate""]",identity.person.full_name,high,identity.person.full_name,1.0,yes,identity.person.full_name,,name,sherlock
sherlock,,,"[""La source"", ""Amies ennemies (Radio edit) - Single"", ""Changer les choses"", ""Changer les choses"", ""Changer les choses""]",representation.text.plain_text,medium,representation.text.entity_name,0.8,no,representation.text.entity_name,Song and album titles are best represented as entity_name; blind plain_text is too generic.,album,sherlock
sherlock,,,"[""AS"", ""AS"", ""FPAY"", ""REMI"", ""LAPS"", ""FP""]",representation.discrete.categorical,medium,geography.location.country_code,0.5,no,representation.discrete.categorical,"Values like AS, FPAY, REMI, LAPS are patent/status codes not country codes; blind categorical is correct.",code,sherlock
sherlock,,,"[""TO DO"", ""IN PROGRESS"", ""DONE"", ""DONE"", ""DONE"", ""IN PROGRESS"", ""TO DO"", ""TO DO"", ""DONE"", ""TO DO""]",representation.discrete.categorical,high,representation.numeric.integer_number,0.5,no,representation.discrete.categorical,TO DO/IN PROGRESS/DONE are task status values; FineType's integer_number classification is wrong.,status,sherlock
sherlock,,,"[""50.0"", ""0.0"", ""25.0"", ""880.0"", ""130.0"", ""253.0"", ""50.0"", ""0.0"", ""105.0"", ""138.0""]",representation.numeric.decimal_number,high,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,state,sherlock
sherlock,,,"[""ftp client passive"", ""ftp client password"", ""ftp client source-interface"", ""ftp client username""]",representation.text.plain_text,medium,container.array.whitespace_separated,1.0,no,representation.text.plain_text,Values are CLI command path fragments like 'ftp client passive'; FineType's whitespace_separated treats them as arrays which is technically true but semantically wrong.,command,sherlock
sherlock,,,"[""Attitude - EP"", ""Waves - EP"", ""Attitude - EP"", ""Mixtape: Summertime Too"", ""Hours EP"", ""Hours EP"", ""Hours EP"", ""Mixtape: New York"", ""Waves - EP"", ""Waves - EP""]",representation.text.plain_text,medium,geography.location.country,0.3,no,representation.text.plain_text,Values are music album/EP names; FineType's country classification is incorrect.,album,sherlock
sherlock,,,"[""Florida State"", ""Texas A&M"", ""Texas A&M""]",representation.text.entity_name,medium,representation.text.entity_name,0.6667,yes,representation.text.entity_name,,team,sherlock
sherlock,,,"[""SPOKANE"", ""SPOKANE"", ""SPOKANE"", ""SPOKANE"", """", """", """", """"]",geography.location.city,high,geography.location.country,0.5,no,geography.location.city,SPOKANE is a US city; FineType's country classification is wrong.,city,sherlock
sherlock,,,"[""1.0"", ""1.0"", ""1.0"", ""1.0"", ""1.0"", ""1.0"", ""1.0"", ""1.0"", ""1.0"", ""1.0""]",representation.numeric.decimal_number,medium,representation.numeric.decimal_number,1.0,yes,representation.numeric.decimal_number,,depth,sherlock
sherlock,,,"[""3, Queens Terrace"", ""3, Queens Terrace"", ""Fairways, 17, Queens Terrace"", ""3, Queens Terrace"", ""Canolflan Teifi Arcade, 13, Queens Terrace"", ""Queens Terrace""]",geography.address.full_address,high,representation.text.entity_name,0.8333,no,geography.address.full_address,"Values are UK street addresses like '3, Queens Terrace'; blind full_address is correct over FineType's entity_name.",address,sherlock
sherlock,,,"[""Nonfiction, Adult - Non-Floating"", ""Nonfiction, Adult - Non-Floating"", ""Nonfiction, Adult"", ""Nonfiction, Children's - Non-Floating""]",representation.discrete.categorical,high,representation.text.entity_name,0.5556,no,representation.discrete.categorical,"Library collection categories like 'Nonfiction, Adult - Non-Floating' are categorical classifications; FineType's entity_name is less precise.",collection,sherlock
sherlock,,,"[""Technician Level"", ""Technician Level"", ""Technician Level"", ""Technician Level"", ""Technician Level""]",representation.discrete.categorical,high,representation.text.entity_name,1.0,no,representation.discrete.categorical,All values are 'Technician Level' - a categorical classification level; FineType's entity_name is wrong.,category,sherlock
sherlock,,,"[""FB"", ""FB"", ""FB"", ""MO""]",representation.discrete.categorical,medium,geography.location.country_code,1.0,no,representation.discrete.categorical,FB and MO appear to be domain-specific codes; FineType's country_code misclassifies them.,class,sherlock
sherlock,,,"[""PGT INC"", ""CALAVO GROW\u2026"", ""ZOE'S KITCH\u2026"", ""ORION ENGIN\u2026"", ""DOT HILL SY\u2026""]",representation.text.entity_name,medium,representation.text.entity_name,0.1,yes,representation.text.entity_name,,company,sherlock
sherlock,,,"[""Indian Peafowl Pavo cristatus"", ""Lesser Adjutant Leptoptilos javanicus"", ""Red-naped Ibis Pseudibis papillosa"", ""White-rumped Vulture Gyps bengalensis"", ""Slender-billed Vulture Gyps tenuirostris""]",representation.text.plain_text,high,representation.text.entity_name,0.75,no,representation.text.entity_name,Species names with common and scientific names; entity_name is appropriate.,species,sherlock
sherlock,,,"[""#1"", ""#2"", ""#3"", ""#4"", ""#5"", ""#6"", ""#7"", ""#8"", ""#9"", ""#10""]",representation.identifier.increment,medium,representation.scientific.smiles,1.0,no,representation.identifier.increment,"Values are ranked positions #1, #2 etc.; FineType's smiles classification is completely wrong.",rank,sherlock
sherlock,,,"[""Christine Arand, Eleanor Sandresky, Karen Kamensek, Nelson Padgett, Philip Cutlip & Philip Glass""]",representation.text.plain_text,medium,geography.address.full_address,1.0,no,representation.text.plain_text,Values are comma-separated lists of artist names; FineType's full_address is wrong.,artist,sherlock
sherlock,,,"[""Free Press, The"", ""Harry N. Abrams, Inc., Publishers"", ""Shire Publications LTD"", ""University of Oklahoma Press"", ""American University in Cairo Press, The"", ""Inner Tradition""]",representation.text.entity_name,medium,representation.text.entity_name,0.3333,yes,representation.text.entity_name,,publisher,sherlock
sherlock,,,"[""Virginia Tech 8, Maryland 5"", ""Virginia Tech 4, Maryland 0"", ""Maryland 9, Virginia Tech 7"", ""Maryland 3, Virginia Tech 1"", ""North Carolina 8, Maryland 1""]",representation.text.plain_text,high,geography.address.full_address,0.55,no,representation.text.plain_text,"Values are sports game scores like 'Virginia Tech 8, Maryland 5'; FineType's full_address is wrong.",result,sherlock
sherlock,,,"["""", ""F"", """", ""F"", """", ""F"", """", ""F"", """", ""F""]",identity.person.gender_code,medium,representation.boolean.initials,0.8,no,identity.person.gender_code,Values are single letter 'F' for female sex; gender_code is more specific than FineType's boolean.initials.,sex,sherlock
